idptar;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CODEINSEE;Accessibilité UFR;PAQT;IDFM;Sens;Doublon;Ligne;GIPA
7647708;604746;2431245;1;0;1;0;48.8794934735,2.40117479283;IDAMIVIF;HOPITAL ROBERT DEBRE;75119;1;;100112003;;;;60972
4037207;598309;2429968;1;0;1;0;48.8680314518,2.31346873982;IDAMIVIF;CHAMPS-ELYSEES - CLEMENCEAU;75108;1;;100987780;A;;780;701
4459252;600863;2428716;1;0;1;0;48.8567811044,2.34825975776;IDAMIVIF;CHATELET;75104;1;;100987781;R;;781;1493
6591471;599264;2427559;1;0;1;0;48.8463826237,2.32648330015;IDAMIVIF;RENNES - SAINT-PLACIDE;75106;1;;100987785;R;;785;11220
7647710;604423;2431876;1;0;1;0;48.8851667026,2.3967800706;IDAMIVIF;BUTTE DU CHAPEAU ROUGE;75119;1;;100112003;;;;60973
4037213;597343;2430431;1;0;1;0;48.872189233,2.30030585852;IDAMIVIF;GEORGE V;75108;1;;100987780;A;;780;1640
4459259;602528;2427818;1;0;1;0;48.8487061107,2.37093206173;IDAMIVIF;LYON - LEDRU ROLLIN;75112;1;;100987781;R;;781;81
6591469;599451;2427866;1;0;1;0;48.8491419884,2.32902931987;IDAMIVIF;RENNES - D'ASSAS;75106;1;;100987785;R;;785;916
7647712;604355;2432291;1;0;1;0;48.8888968529,2.3958576104;IDAMIVIF;PORTE DE PANTIN - PARC DE LA VILLETTE;75119;1;;100112003;;;;60974
4037229;594307;2431920;1;0;1;0;48.8855512651,2.25892260194;IDAMIVIF;PONT DE NEUILLY-METRO;92051;1;;100987780;A;;780;1651
4459263;602996;2428307;1;0;1;0;48.8530990124,2.37730869166;IDAMIVIF;CHARONNE - KELLER;75111;0;;100987781;R;;781;1424
6591517;599774;2428250;1;0;1;0;48.8525934012,2.33342772531;IDAMIVIF;BONAPARTE - SAINT-GERMAIN;75106;1;;100987785;R;;785;1631
7647720;603210;2433411;1;0;1;0;48.8989691202,2.38026123219;IDAMIVIF;CANAL SAINT-DENIS;75119;1;;100112003;;;;60978
4037233;596157;2430977;1;0;1;0;48.877090192,2.28414253951;IDAMIVIF;PORTE MAILLOT;75116;1;;100987780;R;;780;1668
4459272;605025;2429584;1;0;1;0;48.8645634405,2.40495698182;IDAMIVIF;PELLEPORT;75120;1;;100987781;R;;781;12866
6591518;600004;2428284;1;0;1;0;48.8528990343,2.33656010237;IDAMIVIF;SEINE - BUCI;75106;1;;100987785;R;;785;1632
7647732;600631;2433312;1;0;1;0;48.8980868939,2.34510613763;IDAMIVIF;PORTE DE CLIGNANCOURT - PUCES DE SAINT-OUEN;75118;1;;100112003;;;;69661
4037214;597426;2430364;1;0;1;0;48.8715874279,2.3014370826;IDAMIVIF;GEORGE V;75108;1;;100987780;R;;780;1672
4459275;605900;2429272;1;0;1;0;48.8617520075,2.41687208865;IDAMIVIF;GENERAL DE GAULLE;93006;1;;100987781;R;;781;12869
6591457;600857;2428863;1;0;1;0;48.8581022636,2.34817831517;IDAMIVIF;CHATELET;75104;0;;100987785;R;;785;28540
7647738;599147;2433262;1;0;1;0;48.8976371537,2.32487783457;IDAMIVIF;EPINETTES - POUCHET;75117;1;;100112003;;;;69655
4037210;597971;2430103;1;0;1;0;48.869243735,2.30886346695;IDAMIVIF;ROND-POINT DES CHAMPS-ELYSEES;75108;1;;100987780;R;;780;1673
4459276;606192;2429099;1;0;1;0;48.8601944632,2.42084704461;IDAMIVIF;REPUBLIQUE - ROBESPIERRE;93006;1;;100987781;R;;781;12870
6591526;602032;2429818;1;0;1;0;48.8666826782,2.36418685343;IDAMIVIF;REPUBLIQUE;75103;1;;100987785;R;;785;73
7647735;600144;2433271;1;0;1;0;48.8977186741,2.33846782989;IDAMIVIF;ANGELIQUE COMPOINT - PORTE DE MONTMARTRE;75118;1;;100112003;;;;69676
4037237;599172;2429330;1;0;1;0;48.8622992765,2.32522680769;IDAMIVIF;PONT DE SOLFERINO - QUAI DES TUILERIES;75101;1;;100987780;R;;780;221
4036725;597369;2434273;1;0;1;0;48.9067181287,2.30063570121;IDAMIVIF;LEON BLUM;92024;0;;100987782;A;;782;1044
6591535;604644;2430806;1;0;1;0;48.8755487964,2.39978017079;IDAMIVIF;PELLEPORT - BELLEVILLE;75120;1;;100987785;R;;785;16366
7647731;601135;2433325;1;0;1;0;48.8982030761,2.3519761969;IDAMIVIF;DIANE ARBUS - PORTE DES POISSONNIERS;75118;1;;100112003;;;;69678
4037193;601873;2428497;1;0;1;0;48.8548107898,2.36201516702;IDAMIVIF;SAINT-PAUL;75104;1;;100987780;R;;780;1603
7161637;599239;2431956;1;0;1;0;48.8859000273,2.32613439446;IDAMIVIF;GANNERON;75118;0;;100987782;A;;782;1054
6591443;605331;2431046;1;0;1;0;48.8777004648,2.40914358685;IDAMIVIF;PORTE DES LILAS-METRO;75120;0;;100987785;R;;785;15690
7647727;601891;2433350;1;0;1;0;48.8984260362,2.36228136731;IDAMIVIF;COLETTE BESSON;75118;1;;100112003;;;;60983
4037246;605149;2427664;1;0;1;0;48.8473065946,2.40662304925;IDAMIVIF;PYRENEES - DOCTEUR NETTER;75112;1;;100987780;R;;780;2045
4036741;599253;2431616;1;0;1;0;48.882844387,2.32632582785;IDAMIVIF;PLACE DE CLICHY;75108;1;;100987782;A;;782;11426
6591537;606097;2431386;1;0;1;0;48.8807493802,2.41958567737;IDAMIVIF;PAUL DE KOCK;93045;1;;100987785;R;;785;3740
4146219;602988;2442069;1;0;1;0;48.976778138,2.37729522189;IDAMIVIF;LES FLANADES;95585;1;;100112015;A;Ok;;60823
7170686;605414;2427631;1;0;1;0;48.8470078504,2.41023131048;IDAMIVIF;PORTE DE VINCENNES;75120;1;;100987780;R;;780;2363
4036749;599051;2430847;1;0;1;0;48.8759328954,2.32357499834;IDAMIVIF;GARE SAINT-LAZARE - ROME;75108;1;;100987782;A;;782;1019
6673082;2411651;78575;1;0;1;0;26.2951483972,19.5884160339;IDAMIVIF;SAINT-REMY-LES-CHEVREUSE RER;580425;0;;100987790;A;;790;35342
4146223;602150;2441716;1;0;1;0;48.9736091752,2.36585331482;IDAMIVIF;BUTTE PINSON (PARC REGIONAL);93059;1;;100112015;A;Ok;;60821
4037163;607387;2427368;1;0;1;0;48.8446246416,2.43709422948;IDAMIVIF;AVENUE DU CHATEAU;94080;1;;100987780;R;;780;1087
4036764;600299;2429136;1;0;1;0;48.860556282,2.34057823623;IDAMIVIF;LOUVRE - RIVOLI;75101;1;;100987782;A;;782;1737
6673086;2411043;91272;1;0;1;0;26.4018223498,19.6089556898;IDAMIVIF;GIF-SUR-YVETTE RER;585329;0;;100987790;A;;790;35350
4146229;601713;2440594;1;0;1;0;48.9635274921,2.35988346236;IDAMIVIF;MAIRIE DE PIERREFITTE;93059;1;;100112015;A;Ok;;60818
4036620;607119;2428912;1;0;1;0;48.8585042882,2.43347062549;IDAMIVIF;MARCHE DE MONTREUIL;93048;1;;100987781;A;;781;8756
4036766;600472;2428878;1;0;1;0;48.8582374405,2.34293443935;IDAMIVIF;PONT NEUF - QUAI DU LOUVRE;75101;1;;100987782;A;;782;1180
6673102;2425020;75114;1;0;1;0;26.2415314193,19.7044688472;IDAMIVIF;PORTE D'ORLEANS;599206;1;;100987790;A;;790;1558
4146224;602181;2441737;1;0;1;0;48.9737977908,2.36627659852;IDAMIVIF;BUTTE PINSON (PARC REGIONAL);93059;1;;100112015;R;Ok;;60806
4036623;606129;2429147;1;0;1;0;48.8606264575,2.41998960751;IDAMIVIF;REPUBLIQUE - ROBESPIERRE;93006;1;;100987781;A;;781;2467
4036770;600823;2428509;1;0;1;0;48.8549207537,2.34771457658;IDAMIVIF;CITE - PARVIS NOTRE-DAME;75104;1;;100987782;A;;782;838
6673103;2426270;75114;1;0;1;0;26.2391986394,19.7159806459;IDAMIVIF;DENFERT-ROCHEREAU - ARAGO;599745;0;;100987790;A;;790;599
4146220;603007;2442041;1;0;1;0;48.9765264278,2.37755440883;IDAMIVIF;LES FLANADES;95585;1;;100112015;R;Ok;;60808
4036627;604724;2429621;1;0;1;0;48.8648982328,2.40085711117;IDAMIVIF;HOPITAL TENON;75120;1;;100987781;A;;781;12877
4036771;600720;2428230;1;0;1;0;48.8524133689,2.34631131372;IDAMIVIF;PETIT PONT;75105;1;;100987782;A;;782;274
4473125;2411651;78575;1;0;1;0;26.2951483972,19.5884160339;IDAMIVIF;SAINT-REMY-LES-CHEVREUSE RER;580425;0;;100987790;A;;790;35342
4146216;603520;2442262;1;0;1;0;48.9785098815,2.38455952962;IDAMIVIF;LOCHERES;95585;1;;100112015;R;Ok;;60810
4036635;603243;2428843;1;0;1;0;48.8579151012,2.38067666192;IDAMIVIF;VOLTAIRE - LEON BLUM;75111;1;;100987781;A;;781;1465
4036772;600696;2428028;1;0;1;0;48.8505979244,2.3459841521;IDAMIVIF;DANTE;75105;1;;100987782;A;;782;228
4473127;2411298;91272;1;0;1;0;26.4013487486,19.6113101197;IDAMIVIF;11 NOVEMBRE - COURCELLE-SUR-YVETTE RER;582522;0;;100987790;A;;790;35349
6046779;596496;2422877;1;0;1;0;48.8042930364,2.28882957277;IDAMIVIF;CENTRE DE CHATILLON;92020;1;;100112016;A;Ok;;65566
4036640;602732;2427488;1;0;1;0;48.8457394176,2.37370805476;IDAMIVIF;GARE DE LYON - DIDEROT;75112;1;;100987781;A;;781;11083
4036777;601144;2427242;1;0;1;0;48.8435331441,2.35208323127;IDAMIVIF;MONGE;75105;1;;100987782;A;;782;841
4473133;2410890;91471;1;0;1;0;26.4037611412,19.6079533822;IDAMIVIF;PLACE DE LA REPUBLIQUE-ORSAY RER;588822;0;;100987790;A;;790;35352
6046781;596027;2422438;1;0;1;0;48.8003446142,2.28245234754;IDAMIVIF;PARC ANDRE MALRAUX;92020;1;;100112016;A;Ok;;65567
4036641;602626;2427837;1;0;1;0;48.8488764882,2.37226674359;IDAMIVIF;LYON - LEDRU ROLLIN;75112;1;;100987781;A;;781;88
4036794;601670;2424558;1;0;1;0;48.8194092781,2.35923537779;IDAMIVIF;PORTE D'ITALIE;75113;1;;100987782;A;;782;15725
4473147;2427250;75115;1;0;1;0;26.2373770021,19.7250074371;IDAMIVIF;MONTPARNASSE - RUE DE L'ARRIVEE;598944;0;;100987790;A;;790;2207
6046785;594612;2421327;1;0;1;0;48.7903486656,2.26321503317;IDAMIVIF;SOLEIL LEVANT;92023;1;;100112016;A;Ok;;65569
4036646;601520;2428652;1;0;1;0;48.8562047456,2.35720797349;IDAMIVIF;RUE VIEILLE DU TEMPLE - MAIRIE DU 4E;75104;0;;100987781;A;;781;1537
4036798;601772;2424041;1;0;1;0;48.814762363,2.3606215404;IDAMIVIF;ROGER SALENGRO - FONTAINEBLEAU;94043;1;;100987782;A;;782;849
4473148;2427074;75115;1;0;1;0;26.2377057123,19.7233867052;IDAMIVIF;GARE MONTPARNASSE;598839;0;;100987790;A;;790;29520
6046793;592683;2420739;1;0;1;0;48.7850445421,2.23698560135;IDAMIVIF;GEORGES POMPIDOU;92023;1;;100112016;A;Ok;;65573
4036653;600513;2430034;1;0;1;0;48.8686268273,2.34349413133;IDAMIVIF;REAUMUR - MONTMARTRE;75102;1;;100987781;A;;781;921
4036800;601828;2423759;1;0;1;0;48.812227667,2.36138247303;IDAMIVIF;CONVENTION - FONTAINEBLEAU;94043;1;;100987782;A;;782;850
4473149;2427074;75115;1;0;1;0;26.2377057123,19.7233867052;IDAMIVIF;GARE MONTPARNASSE;598839;0;;100987790;R;;790;29520
6046796;591822;2420570;1;0;1;0;48.783515131,2.22527813794;IDAMIVIF;MEUDON-LA-FORET;92048;1;;100112016;A;Ok;;65575
4036654;600472;2430261;1;0;1;0;48.8706669809,2.34293580127;IDAMIVIF;GRANDS BOULEVARDS;75102;1;;100987781;A;;781;922
4036811;602200;2421600;1;0;1;0;48.7928218238,2.36643391084;IDAMIVIF;GUYNEMER - PLACE DES FUSILLES;94076;1;;100987782;A;;782;5423
4473139;2413109;91477;1;0;1;0;26.3996878718,19.6284534888;IDAMIVIF;EDOUARD BRANLY-PALAISEAU RER;593507;0;;100987790;R;;790;35343
6046806;589355;2420250;1;0;1;0;48.7806026642,2.19173274555;IDAMIVIF;MAIRIE DE VELIZY;78640;1;;100112016;A;Ok;;65580
4036655;600201;2430404;1;0;1;0;48.8719522873,2.33924380198;IDAMIVIF;RICHELIEU - DROUOT;75109;1;;100987781;A;;781;103
4036817;602329;2422079;1;0;1;0;48.7971265732,2.36819131071;IDAMIVIF;PAUL VAILLANT-COUTURIER - HOPITAL PAUL BROUSSE-METRO;94076;1;;100987782;R;;782;6613
4473126;2411651;78575;1;0;1;0;26.2951483972,19.5884160339;IDAMIVIF;SAINT-REMY-LES-CHEVREUSE RER;580425;0;;100987790;R;;790;35342
6046801;590966;2420551;1;0;1;0;48.7833328295,2.21363615827;IDAMIVIF;DEWOITINE;78640;1;;100112016;R;Ok;;65595
4036661;599185;2430690;1;0;1;0;48.8745220855,2.32540109494;IDAMIVIF;GARE SAINT-LAZARE;75108;1;;100987781;A;;781;50241
4036818;601114;2426543;1;0;1;0;48.8372508963,2.35167298495;IDAMIVIF;LES GOBELINS;75105;1;;100987782;R;;782;386
4473162;2432337;78146;1;0;1;0;26.2530316906,19.7781410313;IDAMIVIF;MAIRIE - CHATOU - CROISSY RER;586880;1;;100987791;A;;791;35371
6046782;596045;2422418;1;0;1;0;48.80016497,2.28269743253;IDAMIVIF;PARC ANDRE MALRAUX;92020;1;;100112016;R;Ok;;65585
4036669;595866;2433489;1;0;1;0;48.8996641983,2.28015265915;IDAMIVIF;PICASSO;92044;0;;100987781;A;;781;16815
4036776;601102;2427616;1;0;1;0;48.8468945448,2.35151225505;IDAMIVIF;CARDINAL LEMOINE;75105;1;;100987782;R;;782;878
4473166;2432958;92050;1;0;1;0;26.3673571181,19.8128049048;IDAMIVIF;JULES QUENTIN-NANTERRE VILLE-RER;589483;1;;100987791;A;;791;35400
4284896;602586;2412890;1;0;1;0;48.7145334834,2.37163298339;IDAMIVIF;PORTE DE L'ESSONNE;91027;1;;100112017;A;Ok;;63742
4459234;596198;2432672;1;0;1;0;48.8923237856,2.28468573782;IDAMIVIF;ANATOLE FRANCE;92044;1;;100987781;R;;781;28280
4036765;600350;2429240;1;0;1;0;48.8614909503,2.3412729868;IDAMIVIF;LOUVRE - RIVOLI;75101;1;;100987782;R;;782;1541
4473182;2430720;75108;1;0;1;0;26.2308320214,19.7569440468;IDAMIVIF;FRIEDLAND - HAUSSMANN;597782;1;;100987791;A;;791;201
4284906;601222;2415864;1;0;1;0;48.7412687486,2.35311406535;IDAMIVIF;LA FRATERNELLE;94065;1;;100112017;A;Ok;;63755
4459249;600396;2429439;1;0;1;0;48.8632794182,2.34189973076;IDAMIVIF;BOURSE DE COMMERCE;75101;1;;100987781;R;;781;1736
4036760;600513;2430034;1;0;1;0;48.8686268273,2.34349413133;IDAMIVIF;REAUMUR - MONTMARTRE;75102;1;;100987782;R;;782;921
4473191;599235;2430789;1;0;1;0;48.8754118938,2.32608214366;IDAMIVIF;GARE SAINT-LAZARE;75108;1;;100987791;R;;791;205
4284912;601383;2417117;1;0;1;0;48.752530671,2.35530594768;IDAMIVIF;PORTE DE RUNGIS;94065;1;;100112017;A;Ok;;63752
4459254;601545;2428571;1;0;1;0;48.8554767056,2.35754818853;IDAMIVIF;RUE DE JOUY;75104;0;;100987781;R;;781;1602
4036826;599979;2430346;1;0;1;0;48.8714310347,2.33621925475;IDAMIVIF;CHOISEUL;75109;1;;100987782;R;;782;104
4473165;587919;2432121;1;0;1;0;48.8872686831,2.17186321683;IDAMIVIF;RUEIL-MALMAISON RER;92063;1;;100987791;R;;791;13385
4284914;601877;2417158;1;0;1;0;48.7528979766,2.3620209794;IDAMIVIF;PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS);94065;1;;100112017;A;Ok;;63751
4459255;601873;2428497;1;0;1;0;48.8548107898,2.36201516702;IDAMIVIF;SAINT-PAUL;75104;1;;100987781;R;;781;1603
4036827;599271;2430627;1;0;1;0;48.8739559961,2.32657294512;IDAMIVIF;ROME - HAUSSMANN;75108;1;;100987782;R;;782;11130
4473159;584212;2433171;1;0;1;0;48.8966243686,2.12130450291;IDAMIVIF;LE VESINET - LE PECQ RER;78650;1;;100987791;R;;791;35377
4284916;602380;2417514;1;0;1;0;48.756096141,2.36886016506;IDAMIVIF;LA BELLE EPINE;94065;1;;100112017;A;Ok;;63750
4459256;602091;2428381;1;0;1;0;48.8537675915,2.36498368892;IDAMIVIF;BIRAGUE;75104;0;;100987781;R;;781;1604
4036735;598647;2432619;1;0;1;0;48.8918575124,2.31806453156;IDAMIVIF;BROCHANT - CARDINET;75117;0;;100987782;R;;782;1033
4035023;584154;2433163;1;0;1;0;48.896551037,2.12051423069;IDAMIVIF;LE VESINET - LE PECQ RER;78650;1;;100987791;A;;791;35369
4284918;602179;2417933;1;0;1;0;48.759862866,2.36612991233;IDAMIVIF;PORTE DE THIAIS (MARCHE INTERNATIONAL);94021;1;;100112017;A;Ok;;63749
4459258;602371;2428275;1;0;1;0;48.8528139722,2.36879652915;IDAMIVIF;BASTILLE;75104;1;;100987781;R;;781;80
4036832;597905;2433653;1;0;1;0;48.901148157,2.3079462879;IDAMIVIF;BARBUSSE - MARTRE;92024;1;;100987782;R;;782;1037
4035029;587860;2432051;1;0;1;0;48.8866384613,2.17106117436;IDAMIVIF;RUEIL-MALMAISON RER;92063;1;;100987791;A;;791;35372
4284922;602332;2418869;1;0;1;0;48.7682751996,2.36821492085;IDAMIVIF;BRETAGNE;94073;1;;100112017;A;Ok;;63747
4459271;604585;2429595;1;0;1;0;48.8646655571,2.39896333673;IDAMIVIF;GAMBETTA;75120;0;;100987781;R;;781;12865
7275115;599769;2434857;1;0;1;0;48.9119721218,2.3333551673;IDAMIVIF;MAIRIE DE SAINT-OUEN;93070;0;;100987783;A;;783;1986
4035031;589483;2432958;1;0;1;0;48.8948186113,2.19315670971;IDAMIVIF;JULES QUENTIN-NANTERRE VILLE-RER;92050;1;;100987791;A;;791;35400
4284929;602239;2421014;1;0;1;0;48.7875547769,2.36696142919;IDAMIVIF;VILLEJUIF - LOUIS ARAGON;94076;1;;100112017;A;Ok;;63743
4459281;607602;2429168;1;0;1;0;48.8607995677,2.44005393061;IDAMIVIF;VICTOR HUGO;93048;1;;100987781;R;;781;34941
7275121;599805;2433872;1;0;1;0;48.9031198851,2.33384659715;IDAMIVIF;KLEBER;93070;1;;100987783;A;;783;4313
4035033;594400;2431817;1;0;1;0;48.8846264077,2.26019135436;IDAMIVIF;PONT DE NEUILLY-METRO;92051;1;;100987791;A;;791;28980
4284911;601292;2416858;1;0;1;0;48.7502029126,2.35406824724;IDAMIVIF;SAARINEN (PARC SILIC NORD);94065;1;;100112017;R;Ok;;63735
4036732;598478;2432740;1;0;1;0;48.8929445668,2.31576071785;IDAMIVIF;BOULAY;75117;0;;100987782;A;;782;1050
7275125;600040;2433300;1;0;1;0;48.8979793069,2.33705021449;IDAMIVIF;ANGELIQUE COMPOINT;75118;1;;100987783;A;;783;13834
4035039;599235;2430789;1;0;1;0;48.8754118938,2.32608214366;IDAMIVIF;GARE SAINT-LAZARE;75108;1;;100987791;R;;791;205
4284905;601712;2415680;1;0;1;0;48.7396138332,2.35977239078;IDAMIVIF;HELENE BOUCHER (ORLYTECH);91479;1;;100112017;R;Ok;;63738
4036743;599156;2431433;1;0;1;0;48.8811995924,2.32500439787;IDAMIVIF;BUCAREST;75108;1;;100987782;A;;782;1858
7275127;600274;2433275;1;0;1;0;48.8977545914,2.34023984993;IDAMIVIF;CAMILLE FLAMMARION;75118;1;;100987783;A;;783;2254
4035040;596231;2430968;1;0;1;0;48.8770097516,2.28515090636;IDAMIVIF;PORTE MAILLOT - PALAIS DES CONGRES;75117;1;;100987791;R;;791;69300
4798991;600778;2437502;1;0;1;0;48.9357422232,2.34711706245;IDAMIVIF;SAINT-DENIS - GARE;93066;1;;100112018;R;Ok;;60606
4036767;600910;2428780;1;0;1;0;48.857356239,2.34890003388;IDAMIVIF;CHATELET;75104;1;;100987782;A;;782;69538
7275131;600790;2432882;1;0;1;0;48.8942222604,2.34727272015;IDAMIVIF;SIMPLON;75118;1;;100987783;A;;783;1026
4035030;587919;2432121;1;0;1;0;48.8872686831,2.17186321683;IDAMIVIF;RUEIL-MALMAISON RER;92063;1;;100987791;R;;791;13385
4799006;601203;2437095;1;0;1;0;48.9320839509,2.35291334577;IDAMIVIF;PIERRE DE GEYTER;93066;1;;100112018;A;Ok;;60593
4036775;601111;2427540;1;0;1;0;48.8462114796,2.35163462365;IDAMIVIF;CARDINAL LEMOINE;75105;1;;100987782;A;;782;840
7275137;600938;2431755;1;0;1;0;48.8840935063,2.34928760641;IDAMIVIF;BARBES - ROCHECHOUART;75118;0;;100987783;A;;783;566
4035022;582345;2433218;1;0;1;0;48.8969979455,2.09585428863;IDAMIVIF;SAINT-GERMAIN-EN-LAYE RER;78551;1;;100987791;R;;791;5259
4799014;600188;2438859;1;0;1;0;48.9479377058,2.33906934919;IDAMIVIF;BLUMENTHAL;93031;1;;100112018;A;Ok;;60608
4036783;601132;2426447;1;0;1;0;48.836388059,2.35191781146;IDAMIVIF;LES GOBELINS;75113;1;;100987782;A;;782;358
7275138;601117;2431397;1;0;1;0;48.880875802,2.35172599915;IDAMIVIF;MAGENTA - MAUBEUGE - GARE DU NORD;75110;1;;100987783;A;;783;556
8219631;598793;2427055;1;0;1;0;48.8418521591,2.32007099681;IDAMIVIF;GARE MONTPARNASSE;75115;0;;100987796;A;;796;2167
4799024;597892;2439686;1;0;1;0;48.9553660929,2.30773819083;IDAMIVIF;GILBERT BONNEMAISON;93031;1;;100112018;A;Ok;;60614
4036788;601482;2425474;1;0;1;0;48.8276424311,2.35667971522;IDAMIVIF;VANDREZANNE;75113;1;;100987782;A;;782;845
7275144;601615;2430681;1;0;1;0;48.8744398933,2.35850934675;IDAMIVIF;MAGENTA - SAINT-MARTIN;75110;1;;100987783;A;;783;1056
8219644;599152;2425969;1;0;1;0;48.8320922571,2.3249615353;IDAMIVIF;MAIRIE DU 14E;75114;0;;100987796;A;;796;412
4799026;597457;2439750;1;0;1;0;48.9559396258,2.3018017492;IDAMIVIF;EPINAY-SUR-SEINE - GARE;93031;1;;100112018;A;Ok;;60615
4036792;601599;2424904;1;0;1;0;48.8225191936,2.35827030287;IDAMIVIF;MAISON BLANCHE;75113;1;;100987782;A;;782;847
7275160;599999;2426881;1;0;1;0;48.8402895633,2.33649219168;IDAMIVIF;OBSERVATOIRE - PORT ROYAL;75106;0;;100987783;A;;783;25600
8219646;599263;2425561;1;0;1;0;48.8284254529,2.32647341415;IDAMIVIF;ALESIA - MAINE;75114;0;;100987796;A;;796;13276
4799023;598138;2439749;1;0;1;0;48.9559330378,2.31109484217;IDAMIVIF;LACEPEDE;93031;1;;100112018;R;Ok;;60619
4036802;601856;2423622;1;0;1;0;48.8109962663,2.36176292845;IDAMIVIF;LE KREMLIN-BICETRE-METRO;94043;1;;100987782;A;;782;6552
7275174;599201;2423896;1;0;1;0;48.8134608678,2.3256327772;IDAMIVIF;LEON GAMBETTA;92049;0;;100987783;A;;783;6652
8219650;599187;2425042;1;0;1;0;48.8237607623,2.32543991035;IDAMIVIF;PORTE D'ORLEANS;75114;0;;100987796;A;;796;1518
4799015;600183;2438837;1;0;1;0;48.9477399982,2.33900112187;IDAMIVIF;BLUMENTHAL;93031;1;;100112018;R;Ok;;60623
4036810;602190;2421870;1;0;1;0;48.7952485856,2.36629923448;IDAMIVIF;JEAN JAURES;94076;1;;100987782;A;;782;6556
7275180;598979;2422259;1;0;1;0;48.7987475099,2.32261577636;IDAMIVIF;CARNOT - ARISTIDE BRIAND;92007;0;;100987783;A;;783;11460
8219656;598055;2424564;1;0;1;0;48.8194621221,2.31003396651;IDAMIVIF;PIERRE BROSSOLETTE - GABRIEL PERI;92046;0;;100987796;A;;796;6892
7568967;605476;2431810;1;0;1;0;48.8845655149,2.41112908888;IDAMIVIF;JACQUES PREVERT - EDOUARD VAILLANT;93061;1;;100100573;A;Ok;573;100006
4036813;602398;2421384;1;0;1;0;48.7908797465,2.36912618685;IDAMIVIF;GUYNEMER - MAXIME GORKI;94076;1;;100987782;A;;782;5424
7275181;598892;2421924;1;0;1;0;48.795736425,2.3214330652;IDAMIVIF;MARCEL BONNET;92007;0;;100987783;A;;783;7036
8219657;597859;2424346;1;0;1;0;48.8175021617,2.30736746531;IDAMIVIF;12 FEVRIER 1934;92046;0;;100987796;A;;796;6893
7568968;605484;2431630;1;0;1;0;48.8829477459,2.41123579953;IDAMIVIF;CONVENTION;93061;1;;100100573;A;Ok;573;3906
4036815;602279;2421011;1;0;1;0;48.787527676,2.36750549317;IDAMIVIF;VILLEJUIF - LOUIS ARAGON-METRO;94076;0;;100987782;A;;782;6364
7275194;598028;2418613;1;0;1;0;48.7659750906,2.30969488478;IDAMIVIF;NORMANDIE;92002;1;;100987783;A;;783;7052
8219658;597715;2424190;1;0;1;0;48.8160995691,2.30540850858;IDAMIVIF;AUGUSTIN DUMONT;92046;0;;100987796;A;;796;6894
7568969;605573;2431224;1;0;1;0;48.8792981636,2.41244331141;IDAMIVIF;LES BRUYERES 1;93061;1;;100100573;A;Ok;573;100007
4036812;602215;2421532;1;0;1;0;48.7922105968,2.36663761558;IDAMIVIF;GUYNEMER - PLACE DES FUSILLES;94076;1;;100987782;R;;782;6612
7275196;597927;2418380;1;0;1;0;48.7638805396,2.30832282015;IDAMIVIF;GENERAL DE GAULLE - CROIX DE BERNY;92002;1;;100987783;A;;783;15344
8219660;597304;2423652;1;0;1;0;48.8112625357,2.29981850295;IDAMIVIF;CHATILLON - MONTROUGE;92046;0;;100987796;A;;796;6896
7568970;605783;2431236;1;0;1;0;48.8794041709,2.41530494583;IDAMIVIF;MAIRIE DES LILAS;93061;1;;100100573;A;Ok;573;69154
4036814;602411;2421715;1;0;1;0;48.7938546922,2.36930486021;IDAMIVIF;GUYNEMER - MAXIME GORKI;94076;1;;100987782;R;;782;5538
7275200;598454;2420126;1;0;1;0;48.7795751875,2.31548122903;IDAMIVIF;CONDORCET - MAIRIE RER;92014;0;;100987783;R;;783;7104
8219692;588424;2420734;1;0;1;0;48.7849366634,2.17905776206;IDAMIVIF;ROBERT WAGNER;78640;0;;100987796;A;;796;65421
7568975;604878;2431576;1;0;1;0;48.8824672753,2.4029772109;IDAMIVIF;RUE ANDRE JOINEAU.;93061;1;;100100573;A;Ok;573;100011
4036797;601711;2424459;1;0;1;0;48.8185193909,2.35979301534;IDAMIVIF;PORTE D'ITALIE - HELENE BOUCHER;75113;1;;100987782;R;;782;12023
7275212;600444;2427969;1;0;1;0;48.8500678653,2.34255222975;IDAMIVIF;LES ECOLES;75105;1;;100987783;R;;783;605
8219694;588450;2420934;1;0;1;0;48.786734718,2.17940593234;IDAMIVIF;MARCEL SEMBAT;78640;0;;100987796;A;;796;69897
7568976;604920;2431753;1;0;1;0;48.8840576988,2.40355157488;IDAMIVIF;MARCHE COUVERT;93061;1;;100100573;A;Ok;573;100012
4036787;601448;2425753;1;0;1;0;48.8301500555,2.35621780662;IDAMIVIF;PLACE D'ITALIE - ITALIE 2;75113;1;;100987782;R;;782;383
7275143;601595;2430838;1;0;1;0;48.8758509472,2.35823742211;IDAMIVIF;GARE DE L'EST;75110;0;;100987783;R;;783;69644
8219700;588938;2422383;1;0;1;0;48.7997667686,2.18600566186;IDAMIVIF;GARE DE CHAVILLE - VELIZY;78686;0;;100987796;A;;796;69867
