idptar;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CODEINSEE;Accessibilité UFR;PAQT;IDFM;Sens;Doublon;Ligne;GIPA
3730044;598021;2418287;1;1;1;1;48.7630449504,2.30960126969;IDAMIVIF;BERNY-RAYMOND ARON;92002;1;;100100014;R;Ok;14;38400
3730078;605354;2418603;1;1;1;1;48.7658665727,2.40930156038;IDAMIVIF;CHOISY-LE-ROI RER;94022;1;;100100014;A;Ok;14;8943
3730063;602414;2417887;1;1;1;1;48.7594485932,2.36932442188;IDAMIVIF;LE COR DE CHASSE;94073;1;;100100014;A;Ok;14;6564
3730058;600955;2419023;1;1;1;1;48.7696627625,2.3494922526;IDAMIVIF;MAIRIE DE CHEVILLY-LARUE;94021;1;;100100014;R;Ok;14;38407
3730100;609914;2422465;1;1;1;1;48.8005242918,2.47139028898;IDAMIVIF;PONT DE CRETEIL;94068;1;;100100014;R;Ok;14;11317
3730090;608235;2420807;1;1;1;1;48.7856459452,2.44851492788;IDAMIVIF;PREFECTURE DU VAL-DE-MARNE;94028;1;;100100014;A;Ok;14;14076
7931318;597294;2432769;1;1;1;1;48.8932011925,2.29962302263;IDAMIVIF;ALSACE;92044;1;;100100020;A;;20;1011
7931319;597467;2432562;1;1;1;1;48.8913415694,2.30198222992;IDAMIVIF;PORTE D'ASNIERES - MARGUERITE LONG;75117;1;;100100020;A;;20;1012
7931321;597710;2432035;1;1;1;1;48.8866062519,2.30529705289;IDAMIVIF;WAGRAM - PEREIRE;75117;1;;100100020;A;;20;2225
7931324;598249;2431361;1;1;1;1;48.8805505988,2.31264541228;IDAMIVIF;MALESHERBES - COURCELLES;75108;1;;100100020;A;;20;2228
7931328;599338;2430563;1;1;1;1;48.8733808867,2.32748590569;IDAMIVIF;HAVRE - HAUSSMANN;75109;1;;100100020;A;;20;11049
7931329;599515;2430413;1;1;1;1;48.8720329628,2.329897635;IDAMIVIF;AUBER;75109;0;;100100020;A;;20;20
7931333;600303;2430041;1;1;1;1;48.8686898542,2.34063325091;IDAMIVIF;BOURSE;75102;1;;100100020;A;;20;68
7931338;601500;2429652;1;1;1;1;48.8651921937,2.35693898485;IDAMIVIF;ARTS ET METIERS;75103;1;;100100020;A;;20;70
7931339;601729;2429622;1;1;1;1;48.8649220163,2.36005838597;IDAMIVIF;SQUARE DU TEMPLE;75103;0;;100100020;A;;20;71
7931342;602087;2429869;1;1;1;1;48.8671408617,2.36493634928;IDAMIVIF;REPUBLIQUE;75111;0;;100100020;A;;20;1060
7931372;602015;2429969;1;1;1;1;48.8680398208,2.36395596556;IDAMIVIF;REPUBLIQUE;75110;1;;100100020;R;;20;1109
7931374;601442;2430076;1;1;1;1;48.8690029606,2.35615027681;IDAMIVIF;PORTE SAINT-MARTIN;75110;0;;100100020;R;;20;99
7931375;601139;2430176;1;1;1;1;48.8699022777,2.35202265526;IDAMIVIF;PORTE SAINT-DENIS;75102;1;;100100020;R;;20;100
7931381;599525;2430431;1;1;1;1;48.8721947428,2.33003385402;IDAMIVIF;AUBER;75109;0;;100100020;R;;20;106
7931395;597344;2432634;1;1;1;1;48.8919881381,2.30030537349;IDAMIVIF;REIMS - HOTEL DES IMPOTS;75117;1;;100100020;R;;20;1008
7931393;597076;2432409;1;1;1;1;48.8899648345,2.29665427874;IDAMIVIF;CURNONSKY;75117;1;;100100020;R;;20;1009
7921079;599492;2433437;1;1;1;1;48.8992102961,2.32958025734;IDAMIVIF;PORTE DE SAINT-OUEN - HOPITAL BICHAT;75118;0;;100100021;A;Ok;21;1843
7921082;599317;2432716;1;1;1;1;48.8927303882,2.32719603751;IDAMIVIF;GUY MOQUET;75118;1;;100100021;A;Ok;21;1846
7921091;599515;2430413;1;1;1;1;48.8720329628,2.329897635;IDAMIVIF;AUBER;75109;0;;100100021;A;Ok;21;20
7921093;599710;2430143;1;1;1;1;48.8696065183,2.33255456505;IDAMIVIF;OPERA - 4 SEPTEMBRE;75102;1;;100100021;A;Ok;21;1504
7921096;600150;2429324;1;1;1;1;48.8622459522,2.33854872864;IDAMIVIF;SAINT-HONORE - VALOIS;75101;1;;100100021;A;Ok;21;13795
7921102;600411;2427938;1;1;1;1;48.8497892725,2.34210279699;IDAMIVIF;LES ECOLES;75106;1;;100100021;A;Ok;21;584
7921104;600416;2427265;1;1;1;1;48.8437406792,2.34217031515;IDAMIVIF;SAINT-JACQUES - GAY-LUSSAC;75105;1;;100100021;A;Ok;21;118
7921110;600543;2425800;1;1;1;1;48.830573799,2.34389795259;IDAMIVIF;GLACIERE - AUGUSTE BLANQUI;75113;1;;100100021;A;Ok;21;124
7921113;600251;2425087;1;1;1;1;48.8241657636,2.33992254826;IDAMIVIF;PARC MONTSOURIS;75114;0;;100100021;A;Ok;21;127
7921044;600530;2424584;1;1;1;1;48.8196448126,2.34371961809;IDAMIVIF;STADE CHARLETY - PORTE DE GENTILLY;75114;1;;100100021;R;Ok;21;130
7921052;600667;2426613;1;1;1;1;48.8378806078,2.34558717155;IDAMIVIF;PORT ROYAL - BERTHOLLET;75105;0;;100100021;R;Ok;21;138
7921053;600687;2426901;1;1;1;1;48.8404690056,2.34585990468;IDAMIVIF;BERTHOLLET - VAUQUELIN;75105;1;;100100021;R;Ok;21;139
7921054;600514;2427031;1;1;1;1;48.8416375336,2.3435045007;IDAMIVIF;FEUILLANTINES;75105;0;;100100021;R;Ok;21;140
7921055;600432;2427280;1;1;1;1;48.8438754828,2.34238819608;IDAMIVIF;SAINT-JACQUES - GAY-LUSSAC;75105;0;;100100021;R;Ok;21;141
7921059;600725;2428605;1;1;1;1;48.8557836579,2.34638000177;IDAMIVIF;CITE - PALAIS DE JUSTICE;75101;1;;100100021;R;Ok;21;145
7921072;599282;2431892;1;1;1;1;48.8853248985,2.32672050671;IDAMIVIF;GANNERON;75118;1;;100100021;R;Ok;21;1029
8399861;598844;2430711;1;1;1;1;48.8747102661,2.32075497522;IDAMIVIF;SAINT-AUGUSTIN;75108;0;;100100022;A;;22;11095
8399868;597780;2430749;1;1;1;1;48.8750488943,2.30625792303;IDAMIVIF;FRIEDLAND - HAUSSMANN;75108;1;;100100022;A;;22;756
8399903;594074;2426633;1;1;1;1;48.8380328056,2.25582199425;IDAMIVIF;PORTE DE SAINT-CLOUD;75116;1;;100100022;A;;22;180
8399904;594074;2426633;1;1;1;1;48.8380328056,2.25582199425;IDAMIVIF;PORTE DE SAINT-CLOUD;75116;1;;100100022;R;;22;180
8399900;594563;2426722;1;1;1;1;48.8388370657,2.26247868409;IDAMIVIF;VERSAILLES - CHARDON LAGACHE;75116;0;;100100022;R;;22;182
8399910;594965;2428179;1;1;1;1;48.8519351806,2.26793459229;IDAMIVIF;JASMIN;75116;1;;100100022;R;;22;189
8399887;595678;2428989;1;1;1;1;48.8592202608,2.27763648057;IDAMIVIF;PLACE POSSOZ;75116;1;;100100022;R;;22;192
8399881;596434;2429490;1;1;1;1;48.8637276545,2.2879295124;IDAMIVIF;TROCADERO;75116;1;;100100022;R;;22;195
8399877;596740;2430119;1;1;1;1;48.869382356,2.29209291226;IDAMIVIF;KLEBER - PAUL VALERY;75116;1;;100100022;R;;22;197
8399875;596924;2430518;1;1;1;1;48.8729692225,2.29459667811;IDAMIVIF;CHARLES DE GAULLE - ETOILE - KLEBER;75116;1;;100100022;R;;22;198
8399867;598032;2430736;1;1;1;1;48.8749329031,2.30969147161;IDAMIVIF;HAUSSMANN - COURCELLES;75108;1;;100100022;R;;22;202
8399859;599039;2430800;1;1;1;1;48.8755104738,2.32341160897;IDAMIVIF;GARE SAINT-LAZARE;75108;1;;100100022;R;;22;390
7931492;600414;2427271;1;1;1;1;48.8437946054,2.34214308678;IDAMIVIF;SAINT-JACQUES - GAY LUSSAC;75105;1;;100100024;A;Ok;24;118
7931501;602613;2427301;1;1;1;1;48.8440592369,2.37208647374;IDAMIVIF;VAN GOGH;75112;0;;100100024;A;Ok;24;15585
7931507;603783;2425943;1;1;1;1;48.8318483954,2.38800619536;IDAMIVIF;TERROIRS DE FRANCE;75112;1;;100100024;A;Ok;24;14380
7931511;605254;2424509;1;1;1;1;48.8189498759,2.40801422314;IDAMIVIF;LES BERGES DE CHARENTON;94018;1;;100100024;A;Ok;24;245
7931475;603623;2426396;1;1;1;1;48.8359206852,2.38583183077;IDAMIVIF;LACHAMBEAUDIE;75112;1;;100100024;R;Ok;24;263
7931480;602366;2427450;1;1;1;1;48.8453993135,2.3687239348;IDAMIVIF;QUAI DE LA RAPEE;75112;1;;100100024;R;Ok;24;279
7898958;603151;2425949;1;1;1;1;48.831905678,2.37940244282;IDAMIVIF;PONT DE TOLBIAC;75113;1;;100100025;A;Ok;25;1416
7898964;603844;2425167;1;1;1;1;48.824873633,2.38882969271;IDAMIVIF;BRUNESEAU;94041;1;;100100025;A;Ok;25;24243
7898974;604888;2423668;1;1;1;1;48.8113940526,2.40302330601;IDAMIVIF;MAURICE GUNSBOURG;94041;1;;100100025;A;Ok;25;6295
7898975;604949;2423368;1;1;1;1;48.808697261,2.40384994919;IDAMIVIF;RUE DE LA BAIGNADE;94041;0;;100100025;A;Ok;25;6296
7898986;603492;2425592;1;1;1;1;48.8286953628,2.38404179284;IDAMIVIF;WATT;75113;1;;100100025;A;Ok;25;24242
7898990;604089;2424911;1;1;1;1;48.822571298,2.39216214218;IDAMIVIF;VICTOR HUGO - BRETAGNE;94041;1;;100100025;A;Ok;25;37940
7898994;604547;2424388;1;1;1;1;48.8178676952,2.39839051905;IDAMIVIF;VAILLANT-COUTURIER - LENINE;94041;1;;100100025;A;Ok;25;69411
7898996;604429;2424546;1;1;1;1;48.8192885668,2.39678617574;IDAMIVIF;VAILLANT-COUTURIER - WESTERMEYER;94041;1;;100100025;R;Ok;25;69176
7899121;599131;2430811;1;1;1;1;48.875609473,2.32466509125;IDAMIVIF;GARE SAINT-LAZARE;75108;1;;100100026;A;Ok;26;295
7899128;600437;2430812;1;1;1;1;48.8756190115,2.34245946565;IDAMIVIF;CADET;75109;1;;100100026;A;Ok;26;13041
7899129;600770;2430915;1;1;1;1;48.8765444178,2.34699679689;IDAMIVIF;SQUARE MONTHOLON;75109;1;;100100026;A;Ok;26;300
7899134;601960;2431389;1;1;1;1;48.8808019552,2.36321308409;IDAMIVIF;CHATEAU LANDON;75110;1;;100100026;A;Ok;26;304
7899143;602930;2430890;1;1;1;1;48.8763136947,2.37642735904;IDAMIVIF;ATLAS;75119;1;;100100026;A;Ok;26;345
7899149;603856;2430595;1;1;1;1;48.8736576264,2.38904171687;IDAMIVIF;JOURDAIN;75120;1;;100100026;A;Ok;26;348
7899151;604033;2430420;1;1;1;1;48.8720837743,2.39145162312;IDAMIVIF;L'ERMITAGE;75120;1;;100100026;A;Ok;26;349
7899155;604404;2429877;1;1;1;1;48.8672012449,2.39650061148;IDAMIVIF;VILLIERS DE L'ISLE-ADAM;75120;1;;100100026;A;Ok;26;351
7899165;605107;2428209;1;1;1;1;48.8522051026,2.40605760458;IDAMIVIF;MARAICHERS;75120;1;;100100026;A;Ok;26;309
7899169;605121;2427736;1;1;1;1;48.8479539157,2.40624261551;IDAMIVIF;COURS DE VINCENNES;75120;1;;100100026;A;Ok;26;312
7899164;605019;2428690;1;1;1;1;48.8565287505,2.40486477277;IDAMIVIF;ORTEAUX;75120;1;;100100026;R;Ok;26;316
7899158;604575;2429589;1;1;1;1;48.8646117033,2.39882705055;IDAMIVIF;GAMBETTA - PYRENEES;75120;1;;100100026;R;Ok;26;69523
7899154;604249;2430208;1;1;1;1;48.8701770866,2.3943923429;IDAMIVIF;PYRENEES - MENILMONTANT;75120;1;;100100026;R;Ok;26;321
7899175;602532;2431557;1;1;1;1;48.8823098603,2.37100840124;IDAMIVIF;JAURES - STALINGRAD;75119;1;;100100026;R;Ok;26;329
7899137;602100;2431469;1;1;1;1;48.8815205046,2.36512117478;IDAMIVIF;LOUIS BLANC;75110;0;;100100026;R;Ok;26;330
7899179;600591;2431104;1;1;1;1;48.8782431883,2.34455810033;IDAMIVIF;MAUBEUGE - ROCHECHOUART;75109;1;;100100026;R;Ok;26;336
7899181;600206;2430858;1;1;1;1;48.8760325229,2.33931208466;IDAMIVIF;CARREFOUR DE CHATEAUDUN;75109;1;;100100026;R;Ok;26;337
3893347;599889;2429523;1;1;1;1;48.8640344274,2.33499341745;IDAMIVIF;PALAIS ROYAL - COMEDIE FRANCAISE;75101;1;;100100027;A;;27;355
3893362;600724;2426852;1;1;1;1;48.8400285781,2.34636361437;IDAMIVIF;BERTHOLLET - VAUQUELIN;75105;1;;100100027;A;;27;356
3893364;600999;2426692;1;1;1;1;48.8385902234,2.35010758931;IDAMIVIF;MONGE - CLAUDE BERNARD;75105;1;;100100027;A;;27;357
3893369;601339;2425996;1;1;1;1;48.8323342735,2.35473470819;IDAMIVIF;PLACE D'ITALIE - MAIRIE DU 13E;75113;1;;100100027;A;;27;360
3893376;602163;2425894;1;1;1;1;48.8314153614,2.36595191494;IDAMIVIF;CLISSON;75113;1;;100100027;A;;27;365
3893384;602902;2425126;1;1;1;1;48.8245100039,2.37600712782;IDAMIVIF;REGNAULT;75113;1;;100100027;A;;27;369
3893386;603015;2424970;1;1;1;1;48.8231074168,2.37754415879;IDAMIVIF;PORTE DE VITRY;75113;1;;100100027;A;;27;374
3893379;602404;2425655;1;1;1;1;48.8292664835,2.369231442;IDAMIVIF;JEANNE D'ARC - EGLISE DE LA GARE;75113;1;;100100027;R;;27;379
8418736;601358;2426015;1;1;1;1;48.8325049998,2.35499342746;IDAMIVIF;PLACE D'ITALIE - MAIRIE DU 13E;75113;1;;100100027;R;;27;1956
3893357;600339;2427563;1;1;1;1;48.8464189978,2.34112202712;IDAMIVIF;LUXEMBOURG;75105;1;;100100027;R;;27;142
3893394;600556;2428291;1;1;1;1;48.852961753,2.34407786967;IDAMIVIF;SAINT-MICHEL - SAINT-GERMAIN;75105;1;;100100027;R;;27;606
3893395;600524;2428424;1;1;1;1;48.8541571087,2.34364220427;IDAMIVIF;SAINT-MICHEL;75106;1;;100100027;R;;27;616
3893400;599781;2429984;1;1;1;1;48.868177565,2.33352193759;IDAMIVIF;PETITS CHAMPS - DANIELLE CASANOVA;75102;1;;100100027;R;;27;151
3893344;599730;2430162;1;1;1;1;48.8697772882,2.33282702081;IDAMIVIF;OPERA - 4 SEPTEMBRE;75102;1;;100100027;R;;27;152
3893342;599648;2430330;1;1;1;1;48.8712871131,2.33170972731;IDAMIVIF;OPERA;75109;1;;100100027;R;;27;153
7931719;598955;2427350;1;1;1;1;48.8445037784,2.32227606042;IDAMIVIF;MONTPARNASSE - ALENCON;75106;1;;100100028;A;Ok;28;11430
7931724;598218;2427656;1;1;1;1;48.8472522716,2.31223906134;IDAMIVIF;BRETEUIL;75107;0;;100100028;A;Ok;28;427
7931743;598387;2430685;1;1;1;1;48.8744755714,2.31452851772;IDAMIVIF;HAUSSMANN - MIROMESNIL;75108;1;;100100028;A;Ok;28;438
7931738;598058;2429654;1;1;1;1;48.8652086893,2.3100508216;IDAMIVIF;PALAIS DE LA DECOUVERTE;75108;1;;100100028;R;Ok;28;396
7931732;598017;2428752;1;1;1;1;48.8571019264,2.30949664401;IDAMIVIF;INVALIDES - LA TOUR MAUBOURG;75107;1;;100100028;R;Ok;28;399
7931726;598157;2428045;1;1;1;1;48.850748227,2.31140664302;IDAMIVIF;EL SALVADOR;75107;1;;100100028;R;Ok;28;403
7931723;598464;2427564;1;1;1;1;48.8464260778,2.31558934748;IDAMIVIF;HOPITAL DES ENFANTS MALADES;75115;1;;100100028;R;Ok;28;405
7931721;598701;2427464;1;1;1;1;48.8455278701,2.31881699753;IDAMIVIF;MAINE - VAUGIRARD;75106;1;;100100028;R;Ok;28;406
7900222;599621;2430324;1;1;1;1;48.8712331714,2.33134188658;IDAMIVIF;OPERA;75109;1;;100100029;A;Ok;29;11055
7900227;600271;2429823;1;1;1;1;48.8667306231,2.34019719483;IDAMIVIF;MAIRIE DU 2E;75102;1;;100100029;A;Ok;29;11398
7900246;603265;2427346;1;1;1;1;48.8444607474,2.38096497202;IDAMIVIF;RAMBOUILLET;75112;1;;100100029;A;Ok;29;453
7900248;603481;2427189;1;1;1;1;48.8430485901,2.38390495589;IDAMIVIF;CHARLES BOSSUT;75112;1;;100100029;A;Ok;29;14934
7900260;604470;2427174;1;1;1;1;48.8429077398,2.39737155663;IDAMIVIF;HOPITAL ROTHSCHILD;75112;1;;100100029;A;Ok;29;459
7900266;605104;2427356;1;1;1;1;48.8445387977,2.40600658586;IDAMIVIF;DOCTEUR NETTER;75112;1;;100100029;A;Ok;29;462
7900265;604757;2427435;1;1;1;1;48.8452514457,2.40128238768;IDAMIVIF;PICPUS;75112;1;;100100029;R;Ok;29;468
7900255;604268;2426846;1;1;1;1;48.8399611832,2.39461776352;IDAMIVIF;DAUMESNIL - FELIX EBOUE;75112;1;;100100029;R;Ok;29;15225
7900249;603470;2427219;1;1;1;1;48.8433182745,2.38375541563;IDAMIVIF;CHARLES BOSSUT;75112;1;;100100029;R;Ok;29;15312
7900273;602683;2427794;1;1;1;1;48.8484897954,2.37304270701;IDAMIVIF;DAUMESNIL - LEDRU-ROLLIN;75112;1;;100100029;R;Ok;29;479
7900433;605546;2426966;1;1;1;1;48.8410300342,2.41202021621;IDAMIVIF;PORTE DE MONTEMPOIVRE;75112;1;;100100029;R;Ok;29;50341
7900439;604607;2426826;1;1;1;1;48.839779119,2.39923328067;IDAMIVIF;PICPUS - REUILLY;75112;1;;100100029;R;Ok;29;471
7900446;602998;2427567;1;1;1;1;48.8464482669,2.37733079108;IDAMIVIF;DAUMESNIL - DIDEROT;75112;1;;100100029;R;Ok;29;477
7900450;602277;2428821;1;1;1;1;48.8577214477,2.36751919666;IDAMIVIF;TOURNELLES - SAINT-GILLES;75103;1;;100100029;R;Ok;29;480
7911762;600064;2431543;1;1;1;1;48.8821888192,2.33737732018;IDAMIVIF;PIGALLE;75109;1;;100100030;A;Ok;30;1471
7911767;598831;2431562;1;1;1;1;48.8823584099,2.32057539175;IDAMIVIF;ROME - BATIGNOLLES;75117;1;;100100030;A;Ok;30;502
7911774;597932;2431346;1;1;1;1;48.8804148197,2.30832592117;IDAMIVIF;MONCEAU;75117;1;;100100030;A;Ok;30;511
7911800;595732;2426513;1;1;1;1;48.8369675958,2.27839725684;IDAMIVIF;PLACE BALARD;75115;1;;100100030;A;Ok;30;12188
7911734;595429;2426789;1;1;1;1;48.8394460527,2.27426891808;IDAMIVIF;RUE LEBLANC;75115;1;;100100030;R;Ok;30;45321
7911739;595642;2427489;1;1;1;1;48.845738824,2.27716175271;IDAMIVIF;JAVEL;75115;1;;100100030;R;Ok;30;69571
7911749;596740;2430119;1;1;1;1;48.869382356,2.29209291226;IDAMIVIF;KLEBER - PAUL VALERY;75116;1;;100100030;R;Ok;30;197
7911755;598277;2431383;1;1;1;1;48.8807483967,2.31302685887;IDAMIVIF;MALESHERBES - COURCELLES;75108;1;;100100030;R;Ok;30;536
7911758;599131;2431601;1;1;1;1;48.8827094144,2.32466336708;IDAMIVIF;TURIN - BATIGNOLLES;75108;1;;100100030;R;Ok;30;539
7911760;599739;2431685;1;1;1;1;48.8834649297,2.33294849646;IDAMIVIF;BLANCHE;75109;1;;100100030;R;Ok;30;20688
5018160;599280;2432740;1;1;1;1;48.8929460366,2.32669169853;IDAMIVIF;GUY MOQUET;75117;1;;100100031;A;;31;515
5018176;597496;2431636;1;1;1;1;48.8830195314,2.30238307675;IDAMIVIF;WAGRAM - PRONY;75117;1;;100100031;R;;31;16003
5018174;597703;2431747;1;1;1;1;48.8840179064,2.30520325745;IDAMIVIF;JOUFFROY D'ABBANS - VILLIERS;75117;1;;100100031;R;;31;547
5018164;598662;2432546;1;1;1;1;48.8912014813,2.31826921236;IDAMIVIF;BROCHANT - CARDINET;75117;1;;100100031;R;;31;552
5018159;599753;2432855;1;1;1;1;48.8939799571,2.33313844195;IDAMIVIF;VAUVENARGUES;75118;1;;100100031;R;;31;559
8007357;601595;2430838;1;1;1;1;48.8758509472,2.35823742211;IDAMIVIF;GARE DE L'EST;75110;1;;100100032;A;Ok;32;69644
8007373;597734;2430270;1;1;1;1;48.8707438067,2.30563380102;IDAMIVIF;LA BOETIE - CHAMPS-ELYSEES;75108;1;;100100032;A;Ok;32;621
8007387;595675;2429014;1;1;1;1;48.8594449256,2.27759535975;IDAMIVIF;PLACE POSSOZ;75116;1;;100100032;A;Ok;32;169
8007388;595398;2428885;1;1;1;1;48.8582836,2.27382380418;IDAMIVIF;LA MUETTE - BOULAINVILLIERS;75116;1;;100100032;A;Ok;32;11065
8007393;594521;2428334;1;1;1;1;48.8533245638,2.26188579018;IDAMIVIF;RAFFET;75116;0;;100100032;A;Ok;32;2413
8007398;594226;2427674;1;1;1;1;48.847390221,2.25787719395;IDAMIVIF;PORTE D'AUTEUIL;75116;1;;100100032;R;Ok;32;11909
8007394;594552;2428346;1;1;1;1;48.8534326796,2.26230783061;IDAMIVIF;RAFFET;75116;1;;100100032;R;Ok;32;2232
8007392;594751;2428815;1;1;1;1;48.857649462,2.26501219315;IDAMIVIF;PORTE DE PASSY;75116;1;;100100032;R;Ok;32;2233
8007402;595685;2428837;1;1;1;1;48.8578542212,2.27773339387;IDAMIVIF;PLACE DE PASSY;75116;1;;100100032;R;Ok;32;655
8007376;597473;2430049;1;1;1;1;48.8687566088,2.30207933284;IDAMIVIF;PIERRE CHARRON - FRANCOIS 1ER;75108;1;;100100032;R;Ok;32;670
8007416;600951;2430214;1;1;1;1;48.8702440864,2.34946149988;IDAMIVIF;POISSONNIERE - BONNE NOUVELLE;75110;1;;100100032;R;Ok;32;69640
7932112;603123;2434754;1;1;1;1;48.9110391843,2.37908505796;IDAMIVIF;VILLEBOIS - MAREUIL;93001;0;;100100035;A;Ok;35;1393
7932116;602870;2434264;1;1;1;1;48.9066366914,2.3756322899;IDAMIVIF;GARDINOUX;93001;1;;100100035;A;Ok;35;1395
7932118;602655;2433989;1;1;1;1;48.9041661539,2.37269944988;IDAMIVIF;LA HAIE COQ;93001;1;;100100035;A;Ok;35;1396
7932131;601703;2432393;1;1;1;1;48.8898258375,2.3597149939;IDAMIVIF;ORDENER - MARX DORMOY;75118;1;;100100035;A;Ok;35;1402
7932137;601619;2431500;1;1;1;1;48.8818004618,2.3585668718;IDAMIVIF;CAIL - DEMARQUAY;75110;1;;100100035;R;Ok;35;1368
7945908;601446;2431049;1;1;1;1;48.8777476045,2.35620796693;IDAMIVIF;VALENCIENNES;75110;1;;100100038;A;Ok;38;69535
7945911;601515;2430402;1;1;1;1;48.8719326687,2.35714590599;IDAMIVIF;MAIRIE DU 10E;75110;1;;100100038;A;Ok;38;569
7945914;601300;2429394;1;1;1;1;48.8628738691,2.35421375504;IDAMIVIF;GRENIER SAINT-LAZARE - QUARTIER DE L'HORLOGE;75103;1;;100100038;A;Ok;38;576
7945916;601014;2428794;1;1;1;1;48.857481916,2.35031657666;IDAMIVIF;COUTELLERIE;75104;1;;100100038;A;Ok;38;578
7945920;600411;2427938;1;1;1;1;48.8497892725,2.34210279699;IDAMIVIF;LES ECOLES;75105;1;;100100038;A;Ok;38;584
7945925;599898;2426556;1;1;1;1;48.8373685888,2.33511711424;IDAMIVIF;HOPITAL SAINT-VINCENT DE PAUL;75114;1;;100100038;A;Ok;38;589
7945928;599521;2425915;1;1;1;1;48.8316073387,2.32998504662;IDAMIVIF;MOUTON - DUVERNET;75114;1;;100100038;A;Ok;38;592
7945873;599284;2425442;1;1;1;1;48.8273559492,2.32675949723;IDAMIVIF;ALESIA - GENERAL LECLERC;75114;1;;100100038;R;Ok;38;596
7945883;600572;2428349;1;1;1;1;48.8534830129,2.34429584677;IDAMIVIF;SAINT-MICHEL - SAINT-GERMAIN;75105;1;;100100038;R;Ok;38;69313
7945886;600959;2429152;1;1;1;1;48.8606994903,2.34956822241;IDAMIVIF;LES HALLES - CENTRE GEORGES POMPIDOU;75104;1;;100100038;R;Ok;38;609
7945891;601587;2430885;1;1;1;1;48.876273369,2.35812859093;IDAMIVIF;GARE DE L'EST;75110;1;;100100038;R;Ok;38;832
7920890;601357;2431306;1;1;1;1;48.8800575195,2.35499607403;IDAMIVIF;GARE DU NORD - DUNKERQUE;75110;1;;100100039;A;Ok;39;14262
7920893;600855;2430842;1;1;1;1;48.8758882454,2.34815481284;IDAMIVIF;PARADIS;75110;1;;100100039;A;Ok;39;883
7920898;600187;2430197;1;1;1;1;48.8700919135,2.33905299953;IDAMIVIF;RICHELIEU - 4 SEPTEMBRE;75102;1;;100100039;A;Ok;39;625
7920899;600106;2429960;1;1;1;1;48.867961925,2.33794945572;IDAMIVIF;BIBLIOTHEQUE NATIONALE;75102;1;;100100039;A;Ok;39;626
7920905;599706;2428327;1;1;1;1;48.8532854023,2.33250156663;IDAMIVIF;SAINT-GERMAIN-DES-PRES;75106;1;;100100039;A;Ok;39;631
7920907;599578;2428118;1;1;1;1;48.85140694,2.33075854037;IDAMIVIF;MICHEL DEBRE;75106;1;;100100039;A;Ok;39;888
7920913;599128;2427387;1;1;1;1;48.8448365896,2.32463170745;IDAMIVIF;RENNES - LITTRE;75106;1;;100100039;A;Ok;39;891
7920931;595736;2425997;1;1;1;1;48.8323300263,2.27845697193;IDAMIVIF;LOUIS ARMAND;75115;1;;100100039;A;Ok;39;15786
7920939;596339;2426371;1;1;1;1;48.835695158,2.28666277223;IDAMIVIF;DESNOUETTES - VASCO DE GAMA;75115;0;;100100039;R;Ok;39;15982
7920941;596658;2426219;1;1;1;1;48.8343308108,2.2910070506;IDAMIVIF;VAUGIRARD - CROIX-NIVERT;75115;1;;100100039;R;Ok;39;60412
7920943;597110;2426571;1;1;1;1;48.8374966708,2.29715824842;IDAMIVIF;CONVENTION - VAUGIRARD;75115;1;;100100039;R;Ok;39;667
7920919;598231;2427137;1;1;1;1;48.8425877871,2.31241832386;IDAMIVIF;PASTEUR - LYCEE BUFFON;75115;1;;100100039;R;Ok;39;69650
7920910;599451;2427866;1;1;1;1;48.8491419884,2.32902931987;IDAMIVIF;RENNES - D'ASSAS;75106;1;;100100039;R;Ok;39;916
7920908;599597;2428107;1;1;1;1;48.8513080916,2.33101730826;IDAMIVIF;MICHEL DEBRE;75106;1;;100100039;R;Ok;39;917
7920951;599795;2428881;1;1;1;1;48.8582644856,2.33371333831;IDAMIVIF;PONT DU CARROUSEL - QUAI VOLTAIRE;75106;1;;100100039;R;Ok;39;288
7920954;600123;2430095;1;1;1;1;48.8691752151,2.33818106987;IDAMIVIF;RICHELIEU - 4 SEPTEMBRE;75102;1;;100100039;R;Ok;39;67
7931917;600621;2432699;1;1;1;1;48.892577781,2.34496900736;IDAMIVIF;MAIRIE DU 18E - JULES JOFFRIN;75118;1;;100100040;A;Ok;40;1301
7931926;600550;2432230;1;1;1;1;48.8883628503,2.34400076019;IDAMIVIF;LAMARCK - BECQUEREL;75118;1;;100100040;A;Ok;40;1305
7931927;600580;2432096;1;1;1;1;48.887158541,2.34440944733;IDAMIVIF;CHEVALIER DE LA BARRE;75118;1;;100100040;A;Ok;40;1306
7931928;600539;2431993;1;1;1;1;48.8862328904,2.34385057617;IDAMIVIF;UTRILLO;75118;1;;100100040;A;Ok;40;1307
7931929;600467;2431956;1;1;1;1;48.8859004137,2.34286933228;IDAMIVIF;FUNICULAIRE;75118;1;;100100040;A;Ok;40;1308
7931932;600370;2432121;1;1;1;1;48.8873833587,2.34154755857;IDAMIVIF;MONT CENIS - CORTOT;75118;1;;100100040;A;Ok;40;1310
