"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"France","FRA","Population ages 0-14, male","SP.POP.0014.MA.IN","6260948","6372196","6437700","6466122","6481483","6495979","6525026","6540224","6550062","6561241","6576922","6590564","6616115","6641765","6647608","6622313","6601788","6543662","6463159","6387497","6332564","6256214","6221377","6209502","6191263","6153233","6146625","6106123","6049640","6005035","5983617","5959074","5956434","5965222","5967689","5958374","5942795","5926074","5907217","5895981","5896192","5917046","5931110","5941835","5958062","5981793","6016991","6053913","6090545","6122820","6149057","6181550","6210537","6235792","6250543","6247729","6226847","6197685","6161028","6120476","6082224",
"France","FRA","Mortality rate, infant, male (per 1,000 live births)","SP.DYN.IMRT.MA.IN","26.7","25.3","24.1","22.9","21.8","20.9","20","19.2","18.5","17.8","17","16.1","15.4","14.8","14.3","13.9","13.5","13","12.5","12","11.6","11.2","10.8","10.3","10","9.7","9.4","9.2","9","8.8","8.4","8.1","7.6","7.1","6.5","6","5.6","5.4","5.2","5.1","4.9","4.8","4.7","4.5","4.3","4.2","4.1","4","4","4","3.9","3.9","3.9","3.8","3.8","3.8","3.8","3.9","4","4.1","",
"France","FRA","International migrant stock, total","SM.POP.TOTL","3507213","","","","","4447230","","","","","5210336","","","","","5571664","","","","","5890633","","","","","5952820","","","","","5897267","","","","","6087993","","","","","6278718","","","","","6737600","","","","","7196481","","","","","7784418","","","","","",
"France","FRA","Unemployment with intermediate education (% of total labor force with intermediate education)","SL.UEM.INTM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1300001144409","10.9499998092651","9.10000038146973","7.59000015258789","7.73000001907349","7.6100001335144","8.14999961853027","7.69000005722046","7.73999977111816","6.86999988555908","6.63000011444092","8.43000030517578","8.36999988555908","8.51000022888184","9.40999984741211","10.1199998855591","10.6400003433228","10.7799997329712","10.6300001144409","10.0699996948242","9.64999961853027","9.15999984741211","",
"France","FRA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.3153791934999","43.7775112151001","44.0290438541491","44.4560640993225","44.6957054462094","45.0162195769492","45.1075985674835","45.031316298493","45.3073374882975","45.4759242191651","45.6104720447074","45.6208905220078","45.6653861376767","46.3101597141525","46.2760522501667","46.5947170011629","46.7427250522636","46.9837796509482","47.0778903950697","47.2050402400078","47.2517437759317","47.3507623119097","47.3755014606609","47.5527073517624","47.694843502667","47.7168027624922","47.8361330620576","47.797698348989","47.9322550368542","48.0857493612407","",
"France","FRA","Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5900001525879","52.7999992370605","52.0299987792969","52.9900016784668","51.9700012207031","46.2099990844727","46.1100006103516","45.4000015258789","44.75","44.7299995422363","45.3600006103516","44.8899993896484","44.1800003051758","43.8400001525879","43.560001373291","43.2099990844727","43.3300018310547","43.1699981689453","42.6800003051758","42.7000007629395","40.75","38.9199981689453","37.9099998474121","37.4799995422363","37.6300010681152","36.9300003051758","36.0299987792969","",
"France","FRA","Average working hours of children, working only, ages 7-14 (hours per week)","SL.TLF.0714.WK.TM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Child employment in services (% of economically active children ages 7-14)","SL.SRV.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Children in employment, unpaid family workers (% of children in employment, ages 7-14)","SL.FAM.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2600002288818","15.0799999237061","14.1499996185303","14.1099996566772","13.6499996185303","13.210000038147","12.9499998092651","12.4899997711182","12.1800003051758","11.4099998474121","10.8999996185303","10.7700004577637","11.4899997711182","11.039999961853","10.8800001144409","11.3599996566772","10.9799995422363","10.5600004196167","10.9499998092651","11.4899997711182","11.6300001144409","11.4399995803833","11.2700004577637","11.6099996566772","11.539999961853","11.7700004577637","11.6099996566772","11.6499996185303","12.1300001144409","",
"France","FRA","Child employment in agriculture, male (% of male economically active children ages 7-14)","SL.AGR.0714.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Multidimensional poverty index, children (population ages 0-17) (scale 0-1)","SI.POV.MDIM.17.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Domestic private health expenditure per capita, PPP (current international $)","SH.XPD.PVTD.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686.34637451","731.64886475","776.58660889","781.25012207","812.60784912","860.77459717","973.7779541","1022.68676758","1089.08679199","1155.4786377","1199.39440918","1255.33422852","1272.66223145","1343.04309082","1371.75134277","1295.04260254","1352.89367676","1364.17163086","1398.1315918","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58447742","9.70562744","10.02218628","10.08283329","10.16429329","10.2148447","10.39308834","10.33102131","10.51212215","11.29670525","11.24011326","11.20183182","11.31324291","11.43607998","11.58073521","11.46616745","11.50134468","11.39050198","11.25789452","","",
"France","FRA","Tuberculosis case detection rate (%, all forms)","SH.TBS.DTEC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","86","",
"France","FRA","Prevalence of stunting, height for age, female (% of children under 5)","SH.STA.STNT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Maternal mortality ratio (national estimate, per 100,000 live births)","SH.STA.MMRT.NE","","","","","","","","","","","","","","","","","","","","","","","","","","12","11","9","9","9","11","12","13","9","11","10","13","9","","","","11","9","12","9","9","8","9","12","9","9","11","9","5","5","4","","","","","",
"France","FRA","ARI treatment (% of children under 5 taken to a health provider)","SH.STA.ARIC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Use of insecticide-treated bed nets (% of under-5 population)","SH.MLR.NETS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Children (ages 0-14) newly infected with HIV","SH.HIV.INCD.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","",
"France","FRA","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","SH.DYN.NCOM.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.6","8.5","8.5","8.2","8.2","8","7.8","7.9","7.8","7.8","7.6","7.8","7.5","7.4","7.5","7.5","7.4","7.4","7.3","",
"France","FRA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4274","4153","4021","3863","3679","3471","3268","3078","2920","2789","2675","2574","2487","2405","2322","2238","2160","2098","2049","2001","1941","1857","1740","1607","1497","1440","1432","1451","1479","1504","",
"France","FRA","Women who believe a husband is justified in beating his wife when she burns the food (%)","SG.VAW.BURN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.48975","17.52698","","","17.74476","17.95336","17.54639","17.2182","17.83394","17.5281","17.99072","18.15487","17.91099","17.49746","17.71386","17.68894","17.53958","17.3647","","","","",
"France","FRA","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.712890028953552","0.764140009880066","0.804830014705658","0.836380004882813","","","",
"France","FRA","Trained teachers in secondary education, male (% of male teachers)","SE.SEC.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Secondary education, vocational pupils","SE.SEC.ENRL.VO","","","","","","","","","","","","820869","881257","932359","971663","839758","1025432","1045867","1059731","1076483","1089439","1102612","1258531","1321284","1299978","1319385","1328347","1326109","1242121","1220790","1200424","1245971","1325008","1217630","1666613","1703765","1716101","1646377","1495747","1515437","1505783","1461392","1443729","1457240","1528381","1594745","1164584","1179584","1178600","1161838","1173133","1177758","1166089","1109601","1108625","1081359","1080091","1078016","","","",
"France","FRA","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7037582397461","","","","","","","","","","","","","","77.9293899536133","78.4168472290039","","79.9518737792969","81.0508422851563","81.3189010620117","82.3419876098633","82.72119140625","83.2230834960938","84.5303802490234","85.7212066650391","85.9257888793945","86.4879989624023","86.7900924682617","","","",
"France","FRA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","207386","204311","203056","","230634","232405","","220631","","193353","191847","199445","198800","202348","198922","","","","219182","218019","216962","216938","211192","195850","208607","207216","204727","204287","203418","202954","216411","217017","216654","217428","221717","234098","238141","233262","229471","","","","","243870","","",
"France","FRA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","14.32184","12.36122","","","","","11.09076","","8.7973","8.74265","","8.91637","9.1756","","9.12167","9.10223","8.12837","7.17514","6.70179","5.99337","5.74196","5.56485","5.15729","5.33604","4.78307","4.56431","3.99499","","3.89619","3.90275","3.94958","3.89087","3.87514","3.79289","4.33319","4.1827","4.07561","4.25946","4.11709","4.19402","3.38931","3.36229","3.12192","2.90522","2.77731","2.63535","2.37155","","","",
"France","FRA","Primary education, duration (years)","SE.PRM.DURS","","","","","","","","","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",
"France","FRA","School enrollment, tertiary (gross), gender parity index (GPI)","SE.ENR.TERT.FM.ZS","","","","","","","","","","","","","","","","","","","","0.962570011615753","0.876479983329773","","0.962320029735565","0.989260017871857","","1.02043998241425","1.03638994693756","1.04931998252869","1.06981003284454","1.12379002571106","1.12105000019073","1.1418000459671","1.16385996341705","1.17964005470276","1.19196999073029","1.20065999031067","1.19781994819641","1.20176005363464","1.19165003299713","1.18720996379852","1.17640995979309","1.1692099571228","1.18769001960754","1.19310998916626","1.1939799785614","1.20218002796173","1.20964002609253","1.2119300365448","1.20974004268646","1.21283996105194","1.20472002029419","1.20175004005432","1.20361995697021","1.19668996334076","1.19544005393982","1.19532001018524","1.19184005260468","1.19454002380371","1.19771003723145","","",
"France","FRA","Coverage of social insurance programs in 2nd quintile (% of population)","per_si_allsi.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)","per_lm_alllm.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Net secondary income (Net current transfers from abroad) (current US$)","NY.TRF.NCTR.CD","-684249074.827142","-785225637.325904","-795854749.167879","-805155222.029607","-896831311.666642","-968577816.599973","-1036338404.59256","-1069554379.09874","-1288779810.83947","-1459871735.1729","-1553088461.08421","-2010181129.39505","-2031209362.80884","-3233647613.43547","-2577741407.52864","-4116567232.67554","-4072657743.78585","-4184273870.01872","-6058139534.88372","-7784458834.41258","-8306426575.59764","-7960168980.08449","-8087633496.35692","-7682244599.36311","-6172033325.82752","-6901737479.92408","-10053982384.6955","-13223834988.5409","-15077634621.7377","-12510795805.0586","-15022286471.5095","-18068829205.9063","-19007434944.2379","-18207088255.7332","-19486058601.1342","-20695229333.6838","-21200153865.8802","-20309058215.3293","-20286857905.2702","-22118048156.8293","-20992260917.6341","-21179418344.519","-22007340485.6014","-27581264108.3521","-31979140799.6027","-36104962069.3944","-40001254547.7355","-46793046810.8404","-49525413798.1544","-50980828007.7799","-48401091754.4576","-54112345471.4485","-55010088637.8597","-61451816714.8702","-64237794269.6975","-50925019273.826","-52268986612.4258","-49308234348.9069","-56350056643.7711","-51915630392.1568","",
"France","FRA","GNI per capita (current LCU)","NY.GNP.PCAP.CN","1010.40957590382","1080.57645251452","1196.45433192723","1323.33321477243","1447.83979308798","1544.84264017002","1656.00151384054","1774.74350570394","1918.18324340197","2186.59798227111","2428.95443484106","2690.0219433079","2975.935268573","3383.75556761061","3914.24242709788","4384.86751407668","5042.28759875524","5645.601873947","6394.46092404307","7282.97610708211","8250.35427782887","9258.8927661521","10542.4475052828","11563.3585919549","12469.9146707776","13356.1550927202","14358.4876233951","15056.5483525175","16161.2141341958","17275.2772216057","18154.0482819856","18691.562771002","19292.6175051336","19416.2230992267","19952.129883089","20529.2729637937","21135.8591550781","21821.086793176","22754.5864104187","23620.1447523393","24657.3855940899","25521.4885785963","25958.4191418252","26545.2997901193","27551.4349348865","28429.2704724626","29630.4185561784","30928.4550618705","31623.7928403829","30614.2446489783","31394.0385687564","32338.5492468037","32508.0878237029","32797.804986569","33121.5584035406","33748.5697600082","34191.3770771654","35105.0882856367","35958.8315865132","36818.3129051013","",
"France","FRA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.00122893279356829","0.00131338726196103","0.00133355391454832","0.00224844847736965","0.014382003518647","0.0100392913007798","0.0111531629342509","0.0107045418576033","0.009507140210997","0.02080248190297","0.0249141781827164","0.0284952313094053","0.0165203598663619","0.0262601499006852","0.0291814506349333","0.0409528304620947","0.0144154729113247","0.0214215747434185","0.0150973711957861","0.0234576754539238","0.0245458523109356","0.0110510085753496","0.0105316345560543","0.0103563203495489","0.00912669663817916","0.00793226122860586","0.00953670184187806","0.00686632846844536","0.00163144344961084","0.00519866903740374","0.0123858605810762","0.00868832052868542","0.00818357210078162","0.00704369499660102","0.00808460822663132","0.0103547169436101","0.0118910727397097","0.0104228445731241","0.0131433268445118","0.00700930486848188","0.010217946227573","0.0141761697813949","0.0133304708385836","0.0113306783146245","0.00963126111051304","0.00516326662929447","0.00400561043774641","0.00542054871380485","0.00839532670473376","0.0071993579666598","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1492647560196.04","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.6","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2588740901639.81","2786502569559.77","2715518274227.45","2603004395901.95",
"France","FRA","Adjusted net savings, excluding particulate emission damage (current US$)","NY.ADJ.SVNX.CD","","","","","","","","","","","","","","","","53018943541.0267","52918818268.0237","56911022904.0276","70006332694.2014","84153719057.7923","87271100868.1649","62040729392.873","51717784764.7515","46976973705.1252","43783351479.5982","46155683969.9314","75648084662.0604","89711264754.7837","112243276447.224","118206589832.581","148741445743.535","141614055125.03","148362707340.577","131593411188.987","145416518443.798","183449222998.93","182616888351.378","180932347613.8","202447029215.623","209092388814.797","176309773835.045","176403829762.424","171246133370.161","205508668147.82","238889637345.095","238067846703.884","263409912052.104","312324513071.836","317756916832.891","213930920541.654","214969042040.794","256980366849.264","218238007549.931","224369974049.895","232215479087.945","219549156032.807","213607496410.282","240858515314.612","261898896854.654","255018267305.569","",
"France","FRA","Adjusted savings: energy depletion (current US$)","NY.ADJ.DNGY.CD","","","","","","","","","","","6054487.05322144","7852789.66198428","9604306.1284773","14211027.5618732","73497814.0918435","100929967.972881","106139187.834302","118954501.871742","138887072.047757","299269060.406021","409216784.246757","329697424.07473","160734760.079336","307912327.899018","301588823.38922","351616878.215615","192302865.618729","222935433.210896","176845054.962499","252916296.934974","338301982.244671","185805397.204128","172833088.212848","168533745.476559","152470133.423284","150972850.385679","175562634.087842","126069692.847468","35375911.6198265","75966339.6442583","190099395.269697","183874761.580943","164424217.128637","159876013.581231","173394758.580319","203094033.858573","286774831.047872","293112967.446046","406180974.566118","240928675.410455","269434401.979644","389874487.042299","343969328.681084","277391672.098905","208119561.755782","99222892.3456807","79068219.3208817","112299380.284799","191258771.048142","159968991.845881","",
"France","FRA","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","11903985989.998","13364975254.3385","16319411939.9193","21364183041.812","23897737554.1707","30712256841.2424","31893791267.6019","35812190201.9392","44102723190.1358","53318943066.4845","61828745213.7701","55126327725.1832","52355411519.6045","50678679801.1871","48596995116.2304","50644252093.0373","71229348923.3345","86965457482.1326","95205061881.5863","96642054708.8165","119947110109.223","121550304702.431","135831132521.138","130756829583.118","138026438906.745","158093712639.481","159382154999.807","144848837026.683","150066047794.771","983831028352.126","905570701487.061","922079258766.93","1012154408223.14","1255364065536.47","1444855979751.74","1505509717217.12","1594611761481.17","1836007501488.63","2041074729133.59","1910916077960.16","1868877367883.34","2010758704289.89","1886071055101.17","1976853232887.06","2009059852098.82","1712523161063.67","1743573859090.28","1824011469558.83","1957149851872.16","1906150517858.82","1849029322423.35",
"France","FRA","Manufacturing, value added (annual % growth)","NV.IND.MANF.KD.ZG","","5.89888200514316","6.95722539599504","9.85291008498767","6.28643728302225","6.11654437089271","7.28628234915394","3.47844499923484","5.93893500039241","9.19200211470429","9.13805467841881","6.97372850260443","1.20190970567214","6.2460804260114","8.10306104859274","-3.52742713875315","6.27560284142648","3.7973371232394","1.35601789335651","2.07442587767017","0.0170218975337804","-0.956764532750171","-0.029884183138094","1.78686176076168","0.019823632692777","1.26405737066958","-0.490757265501344","0.19814519809529","4.38983587843447","4.39118878988396","3.61469902188706","0.0637450890912987","0.761879848951935","-2.13105597051468","3.30109837544433","4.23912449849657","1.15560347854797","4.27067804377157","5.27640214122522","3.7644209651761","5.1441041919353","1.13144681384716","-0.163218385047841","2.1971432760411","2.44173208376996","1.66899330151217","2.64693832576368","2.01007514307985","-3.24751527673956","-5.8383023504668","2.36048331780643","4.04154532023145","-0.245562106920801","-0.114816302869087","1.61663353331673","0.667405805117312","0.856706208556218","2.23899899372827","0.0200514257808493","0.240568871881337","-11.5561196481521",
