Code STIF;Nom de Ligne;Origine;Destination;Accessibilité UFR;Rampe;Annonce sonore prochain arrêt;Annonce visuelle prochain arrêt
1001000560001;56;PORTE DE CLIGNANCOURT;CHATEAU DE VINCENNES;1;1;1;1
1001000570001;57;PORTE DE BAGNOLET - LOUIS GANNE;LAPLACE RER;1;1;1;1
1001000590001;59;PLACE D'ITALIE;GARE DE CLAMART;1;1;1;1
1001000610001;61;PLACE D'ITALIE;EGLISE DE PANTIN-METRO;1;1;1;1
1001000680001;68;PLACE DE CLICHY;CHATILLON METRO;1;1;1;1
1001000760001;76;LOUVRE - RIVOLI;BAGNOLET-LOUISE MICHEL;1;1;1;1
1001000860001;86;SAINT-GERMAIN-DES-PRES;SAINT-MANDE - DEMI LUNE;1;1;1;1
1001000870001;87;CHAMP DE MARS;PORTE DE REUILLY;1;1;1;1
1001000880001;88;MONTSOURIS-TOMBE ISSOIRE;HOPITAL EUROPEEN GEORGES POMPIDOU;1;1;1;1
1001000930001;93;INVALIDES;SURESNES-DE GAULLE;1;1;1;1
1001000950001;95;PORTE DE VANVES;PORTE DE MONTMARTRE;1;1;1;1
1001001020001;102;GAMBETTA;BOIS-PERRIER-RER - ROSNY 2;1;1;1;0
1001001070001;107;ECOLE VETERINAIRE DE MAISONS-ALFORT;LA PIE-ST MAUR;0;0;1;0
1001001110001;111;TERROIRS DE FRANCE;CHAMPIGNY-SAINT-MAUR RER;1;1;1;0
1001001130001;113;NOGENT-SUR-MARNE RER;TERRE CIEL;0;1;1;1
1001001150001;115;PORTE DES LILAS-METRO;CHATEAU DE VINCENNES;1;1;1;1
1001001290001;129;PORTE DES LILAS-METRO;MAIRIE DE MONTREUIL-METRO;1;1;1;1
1001001410001;141;LA DEFENSE-METRO-RER-TRAMWAY;LYCEE DE RUEIL;1;1;1;0
1001001580001;158;PONT DE NEUILLY-METRO;RUEIL-MALMAISON RER;1;1;1;1
1001001640001;164;PORTE DE CHAMPERRET;COLLEGE CLAUDE MONET;1;1;1;1
1001001660001;166;PORTE DE CLIGNANCOURT;ZAC DES LOUVRESSES;1;1;1;1
1001001680001;168;SAINT-DENIS UNIVERSITE;SARCELLES CHANTEPIE;1;1;1;1
1001001710001;171;PONT DE SEVRES-METRO;CHATEAU DE VERSAILLES;1;1;1;1
1001001740001;174;LA DEFENSE-METRO-RER-TRAMWAY;SAINT-OUEN RER;1;1;1;1
1001001780001;178;LA DEFENSE-METRO-RER-TRAMWAY;GENNEVILLIERS RER;1;1;1;1
1001001840001;184;PORTE D'ITALIE-METRO;PASTEUR;1;1;1;0
1001001870001;187;PORTE D'ORLEANS - METRO;CHARCOT - ZOLA;1;0;1;1
1001001890001;189;GEORGES POMPIDOU;PORTE DE SAINT-CLOUD-METRO;1;1;1;1
1001002080001;208S;CHAMPIGNY - SAINT-MAUR RER;CHAMPIGNY - SAINT-MAUR RER;1;1;1;1
1001002100001;210;CHATEAU DE VINCENNES;VILLIERS - LE PLESSIS-TREVISE RER;1;1;1;0
1001002110001;211;VAIRES/MARNE-GARE DE VAIRES TORCY;TERRE CIEL;1;1;1;0
1001002200001;220;BRY SUR MARNE-RER;TORCY RER;1;0;1;0
1001002370001;237;MAIRIE DE SAINT-OUEN;PARC DEPARTEMENTAL - COLLEGE SISLEY;1;0;1;1
1001002390001;239;PORTE D'AUBERVILLIERS;MEDIATHEQUE;1;1;1;0
1001002860001;286;VILLEJUIF - LOUIS ARAGON;ANTONY RER;1;1;1;1
1001002900001;290;ISSY - VAL DE SEINE;ZONE INDUSTRIELLE (PASTEUR);1;0;1;0
1001003080001;308;PREFECTURE VAL DE MARNE;VILLIERS SUR MARNE-LE PLESSIS-TREVI;1;1;1;1
1001003410001;341;PORTE DE CLIGNANCOURT - CROISSET;CHARLES DE GAULLE - ETOILE;1;1;1;1
1001003460001;346;ROSNY BOIS PERRIER RER-ROSNY 2;PLACE DE LA LIBERATION-BLANC MESNIL;1;1;1;0
1001003490001;349;PARC DES EXPOSITIONS;ROUTE DE L'ARPENTEUR-ADP;1;0;1;0
1001003600001;360;LA DEFENSE-METRO-RER-TRAMWAY;HOPITAL DE GARCHES;1;1;1;1
1001003680001;368;PLACE DU SOUVENIR FRANCAIS;GARGES - SARCELLES RER;1;1;1;1
1001003720001;372;MAISONS ALFORT-ALFORTVILLE-RER;MAISONS ALFORT-LOUIS FLICHE;0;1;0;0
1001003780001;378;NANTERRE-VILLE RER;LES COURTILLES;1;1;1;1
1001003910001;391;CHATILLON MONTROUGE METRO;PONT ROYAL-RER;1;1;1;0
1001004260001;426;HOTEL DE VILLE DE BOULOGNE-BILLANCOURT;GARE DE LA CELLE SAINT-CLOUD;1;0;0;0
1001004800001;480;NOYER RENARD.;DELALANDE PASTEUR;0;0;1;0
1001004860001;486;JUVISY RER;PORTE DE L'ESSONNE;1;1;1;0
1001005200001;520;BRY-SUR-MARNE RER;LES HAUTS DE BRY-VILLIERS SUR MARNE;0;1;0;0
1001005450001;545;LOUISE MICHEL;NOISY LE SEC RER;1;1;0;0
1001005640001;564;COLLEGE LA MALMAISON;COLLEGE LA MALMAISON.;1;1;0;0
1001005650001;565;MAIRIE DE RUEIL;EGLISE DE BUZENVAL;1;1;0;0
1001005870001;NAVETTE Thiais;FERME DE GRIGNON;LA GALAISE;1;1;1;1
1001005930001;V6;SERVICE URBAIN DU KREMLIN BICETRE;LECLERC - THOMAS;1;1;0;0
1001005970001;597;CIMETIERE INTERCOMMUNAL;HOTEL DE VILLE DE MALAKOFF;1;1;1;0
1001007520001;N52;GARE D'ARGENTEUIL;GARE SAINT-LAZARE.;1;1;1;0
1001007560001;N23;CHELLES - GOURNAY RER;CHATELET;0;0;1;0
1001007680001;N22;MARCHE INTERNATIONAL DE RUNGIS;CHATELET;0;0;1;0
1001007840001;N13;BOBIGNY - PABLO PICASSO;MAIRIE D'ISSY-METRO;0;0;1;0
1001007850001;N12;CARNOT;PONT DE SEVRES-METRO;0;0;1;0
1001120130001;T3A;PONT DU GARIGLIANO;PORTE DE VINCENNES;1;0;1;0
1001100030001;3;PONT DE LEVALLOIS - BÉCON;GALLIENI;0;0;1;1
1001101030001;3Bis;GAMBETTA;PORTE DES LILAS;0;0;0;0
1001100050001;5;BOBIGNY - PABLO PICASSO;PLACE D'ITALIE;0;0;0;0
1001100070001;7;LA COURNEUVE - 8 MAI 1945;VILLEJUIF - LOUIS ARAGON • MAIRIE D'IVRY;0;0;0;0
1001101070001;7 Bis;LOUIS BLANC;PRÉ SAINT-GERVAIS;0;0;0;0
1001100090001;9;PONT DE SÈVRES;MAIRIE DE MONTREUIL;0;0;0;0
1001101000001;Funiculaire;GARE BASSE;GARE HAUTE;1;0;0;0
1001000140001;TVM;LA CROIX DE BERNY-RER;SAINT-MAUR - CRETEIL RER;1;1;1;1
1001000210001;21;PORTE DE SAINT-OUEN - HOPITAL BICHAT;STADE CHARLETY - PORTE DE GENTILLY;1;1;1;1
1001000390001;39;GARE DU NORD;FRERES VOISIN;1;1;1;1
1001000580001;58;VANVES-LYCEE MICHELET;CHATELET;1;1;1;1
1001000620001;62;PORTE DE FRANCE;PORTE DE SAINT-CLOUD;1;1;1;1
1001000640001;64;GAMBETTA - MAIRIE DU 20E;PLACE D'ITALIE;1;1;1;1
1001000730001;73;MUSEE D'ORSAY;LA GARENNE-COLOMBES - CHARLEBOURG;1;1;1;1
1001000770001;77;GARE DE LYON;JOINVILLE-LE-PONT RER;1;1;1;1
1001000840001;84;PLACE DU PANTHEON;ALSACE;1;1;1;1
1001000920001;92;GARE MONTPARNASSE;PORTE DE CHAMPERRET;1;1;1;1
1001000960001;96;GARE MONTPARNASSE;PORTE DES LILAS;1;1;1;1
1001001040001;104;ECOLE VETERINAIRE DE MAISONS-ALFORT;SUCY-BONNEUIL RER;1;1;1;1
1001001080001;108;JOINVILLE LE PONT-RER;CHAMPIGNY SUR MARNE-JEANNE VACHER;1;1;1;1
1001001100001;110;JOINVILLE LE PONT-RER;GARE DE VILLIERS SUR MARNE;1;1;1;1
1001001120001;112;CHATEAU DE VINCENNES;LA VARENNE-CHENNEVIERES RER;1;1;1;1
1001001190001;119;LES BACONNETS-RER;ABBAYE CIMETIERE;1;0;1;0
1001001250001;125;PORTE D'ORLEANS-METRO;ECOLE VETERINAIRE DE MAISON-ALFORT;1;1;1;1
1001001260001;126;PORTE D'ORLEANS-METRO;PARC DE SAINT CLOUD;1;1;1;1
1001001320001;132;BIBLIOTHEQUE FRANCOIS MITTERRAND;CITE DU MOULIN VERT;1;1;1;0
1001001330001;133;SARCELLES-BOIS D'ECOUEN;LE BOURGET-RER;1;1;1;1
1001001340001;134;FORT D'AUBERVILLIERS-METRO;JOUHAUX-BLUM;1;1;1;0
1001001370001;137;PORTE DE CLIGNANCOURT - CROISSET;ZONE INDUSTRIELLE NORD;1;1;1;0
1001001450001;145;EGLISE DE PANTIN-METRO;CIMETIERE DE VILLEMOMBLE;1;1;1;1
1001001460001;146;LE BOURGET-RER;LES BOSQUETS;1;0;1;0
1001001470001;147;EGLISE DE PANTIN-METRO;SEVRAN-AVENUE RONSARD;1;1;1;1
1001001520001;152;PORTE DE LA VILLETTE-METRO;ZAC DES TULIPES NORD;1;1;1;1
1001001630001;163;PONT CARDINET - BATIGNOLLES;NANTERRE-PREFECTURE RER;1;1;1;1
1001001730001;173;PORTE DE CLICHY-METRO;FORT D'AUBERVILLIERS;0;1;1;1
1001001880001;188;PORTE D'ORLEANS - METRO;ROSENBERG;1;1;1;1
1001002010001;201;JOINVILLE LE PONT-RER;CHAMPIGNY-DIDEROT LA PLAGE;1;1;1;0
1001002080001;208A;PLACE DE LA RESISTANCE;CHAMPIGNY - SAINT-MAUR RER;1;1;1;1
