Date/Mensuel;Code UIC;Nom de la gare;Assistance simple;Rampe;Fauteuil;Rampe et  fauteuil;Total
2020-05;0087764001;Montélimar;2;0;0;0;2
2020-05;0087641001;Montluçon;2;1;0;0;3
2020-05;0087741181;Montmélian;0;0;0;0;0
2020-05;0087611152;Montréjeau - Gourdan-Polignan;0;0;2;0;2
2020-05;0087474338;Morlaix;4;1;1;0;6
2020-05;0087645481;Murat;0;0;0;0;0
2020-05;0087547307;Musée d'Orsay;0;0;0;0;0
2020-05;0087116095;Nangis;0;0;0;0;0
2020-05;0087684126;Nemours Saint-Pierre;0;0;0;0;0
2020-05;0087381020;Neuilly Porte Maillot;0;0;0;0;0
2020-05;0087756056;Nice;10;7;16;0;33
2020-05;0087394296;Nogent-le-Rotrou;2;0;0;0;2
2020-05;0087672253;Orthez;5;2;3;0;10
2020-05;0087381145;Osny;0;0;0;0;0
2020-05;0087611343;Pamiers;0;0;0;0;0
2020-05;0087686006;Paris Gare de Lyon;131;85;172;3;391
2020-05;0087391102;Paris Montparnasse 3 Vaugirard;0;0;0;0;0
2020-05;0087393652;Petit Vaux;0;0;0;0;0
2020-05;0087575001;Poitiers;31;4;5;0;40
2020-05;0087594663;Pompadour;0;0;0;0;0
2020-05;0087393041;Pont de l'Alma;0;0;0;0;0
2020-05;0087476457;Quiberon;0;0;0;0;0
2020-05;0087171009;Reims;6;1;6;0;13
2020-05;0087172270;Rethel;0;0;0;0;0
2020-05;0087726331;Rive-de-Gier;0;0;0;0;0
2020-05;0087726802;Roanne;1;6;0;0;7
2020-05;0087116038;Roissy-en-Brie;0;0;0;0;0
2020-05;0087313460;Rosières;0;0;0;0;0
2020-05;0087113696;Rosny Bois Perrier;0;0;0;0;0
2020-05;0087491803;Royan;4;3;1;0;8
2020-05;0087545509;Saint-Chéron;0;0;0;0;0
2020-05;0087382358;Saint-Cloud;0;1;0;0;1
2020-05;0087144014;Saint-Dié-des-Vosges;0;4;0;0;4
2020-05;0087182139;Saint-Louis;0;1;0;0;1
2020-05;0087545202;Saint-Michel-sur-Orge;0;0;0;0;0
2020-05;0087481705;Saint-Nazaire;2;1;0;0;3
2020-05;0087394148;Saint-Piat;0;0;0;0;0
2020-05;0087571240;Saint-Pierre-des-Corps;30;11;13;1;55
2020-05;0087342337;Saint-Pol-sur-Ternoise;0;0;0;0;0
2020-05;0087215012;Sarrebourg;0;0;0;0;0
2020-05;0087193615;Sarreguemines;0;0;0;0;0
2020-05;0087487603;Saumur;4;0;0;0;4
2020-05;0087481838;Savenay;0;0;0;0;0
2020-05;0087214056;Sélestat;0;2;0;0;2
2020-05;0087576868;Selles-sur-Cher;0;0;0;0;0
2020-05;0087683003;Sens;1;0;0;0;1
2020-05;0087545517;Sermaise;0;0;0;0;0
2020-05;0087271817;Soissons;0;0;2;0;2
2020-05;0087164780;Stade de France Saint-Denis;0;0;0;0;0
2020-05;0087212027;Strasbourg;17;20;13;0;50
2020-05;0087761163;Tain-l'Hermitage - Tournon;0;0;0;0;0
2020-05;0087313882;TGV Haute Picardie;2;3;4;0;9
2020-05;0087755009;Toulon;20;16;21;0;57
2020-05;0087543074;Toury;0;0;0;0;0
2020-05;0087393835;Trappes;0;0;0;0;0
2020-05;0087761007;Valence;4;3;14;0;21
2020-05;0087382267;Vaucresson;0;0;0;0;0
2020-05;0087571216;Vendôme - Villiers-sur-Loir;0;0;0;0;0
2020-05;0087175778;Verdun;0;0;0;0;0
2020-05;0087386656;Vernouillet - Verneuil;0;0;0;0;0
2020-05;0087393009;Versailles Chantiers;0;0;2;0;2
2020-05;0087382861;Versailles Rive Droite;0;1;0;0;1
2020-05;0087276568;Viarmes;0;0;0;0;0
2020-05;0087732008;Vichy;11;5;1;0;17
2020-05;0087681825;Villeneuve-Saint-Georges;0;0;0;0;0
2020-05;0087386649;Villennes-sur-Seine;0;0;0;0;0
2020-05;0087271510;Villeparisis - Mitry-le-Neuf;1;0;0;0;1
2020-05;0087271734;Villers-Cotterêts;0;0;0;0;0
2020-05;0087545293;Vitry-sur-Seine;0;0;0;0;0
2020-05;0087613661;Viviez - Decazeville;0;0;0;0;0
2020-05;0087747287;Voiron;42;1;6;0;49
2020-05;0087545707;Voves;0;0;0;0;0
2020-06;0087313759;Abancourt;0;0;0;4;4
2020-06;0087271494;Aéroport Charles de Gaulle 2 TGV;74;41;108;3;226
2020-06;0087586008;Agen;41;21;19;0;81
2020-06;0087775288;Alès;26;4;2;0;32
2020-06;0087481192;Ancenis;8;0;0;0;8
2020-06;0087746008;Annecy;21;13;15;4;53
2020-06;0087444539;Argentan;6;1;3;0;10
2020-06;0087597120;Argenton-sur-Creuse;1;0;0;0;1
2020-06;0087753657;Arles;19;4;4;0;27
2020-06;0087342014;Arras;24;27;10;0;61
2020-06;0087545251;Athis-Mons;0;0;0;0;0
2020-06;0087386730;Aubergenville Élisabethville;13;0;2;0;15
2020-06;0087271411;Aulnay-sous-Bois;4;7;0;1;12
2020-06;0087726760;Aurec;0;0;0;0;0
2020-06;0087276543;Auvers-sur-Oise;0;0;0;0;0
2020-06;0087381038;Avenue Foch;0;0;0;0;0
2020-06;0087381046;Avenue Henri Martin;0;0;0;0;0
2020-06;0087318964;Avignon TGV;117;61;118;3;299
2020-06;0087681437;Ballancourt;0;0;0;0;0
2020-06;0087592485;Bellac;0;0;0;0;0
2020-06;0087745000;Bellegarde;29;13;12;0;54
2020-06;0087393546;Bièvres;0;0;0;0;0
2020-06;0087682203;Bois-le-Roi;0;0;0;0;0
2020-06;0087415893;Bonnières;0;0;0;0;0
2020-06;0087576207;Bourges;20;1;7;0;28
2020-06;0087723429;Bourgoin-Jallieu;3;0;2;0;5
2020-06;0087487249;Bressuire;0;0;0;0;0
2020-06;0087545491;Breuillet Village;0;0;0;0;0
2020-06;0087696088;Briare;0;0;0;0;0
2020-06;0087734269;Brioude;1;0;0;0;1
2020-06;0087394452;Brou;0;0;0;0;0
2020-06;0087611665;Castelnau-d'Estrétefonds;1;0;0;0;1
2020-06;0087174003;Châlons-en-Champagne;3;0;1;0;4
2020-06;0087741009;Chambéry - Challes-les-Eaux;48;29;20;0;97
2020-06;0087276725;Chambly;0;0;0;0;0
2020-06;0087276030;Champ de Courses d'Enghien;0;0;0;0;0
2020-06;0087393058;Champ de Mars Tour Eiffel;0;0;0;0;0
2020-06;0087381194;Chars;0;0;0;0;0
2020-06;0087575142;Châtellerault;25;3;3;0;31
2020-06;0087393207;Chaville Rive Gauche;0;0;0;0;0
2020-06;0087394288;Condé-sur-Huisne;0;0;0;0;0
2020-06;0087381459;Conflans Fin d'Oise;4;3;0;0;7
2020-06;0087696146;Cosne-sur-Loire;1;0;0;1;2
2020-06;0087271593;Crépy-en-Valois;0;0;0;0;0
2020-06;0087696484;Decize;0;0;0;0;0
2020-06;0087478073;Dol;2;4;0;0;6
2020-06;0087696427;Dompierre Sept Fons;0;0;0;0;0
2020-06;0087345009;Douai;12;35;4;0;51
2020-06;0087540179;Dourdan la Forêt;0;0;0;0;0
2020-06;0087271403;Drancy;0;1;0;0;1
2020-06;0087271122;Épinay - Villetaneuse;0;0;0;0;0
2020-06;0087386763;Épône - Mézières;0;0;0;0;0
2020-06;0087276584;Ermont Halte;0;0;0;0;0
2020-06;0087545137;Étampes;0;0;0;0;0
2020-06;0087745679;Évian-les-Bains;0;0;0;0;0
2020-06;0087387001;Évreux Normandie;9;7;0;0;16
2020-06;0087592121;Eymoutiers Vassivière;0;0;0;0;0
2020-06;0087582478;Facture Biganos;5;0;3;0;8
2020-06;0087393405;Fontenay-le-Fleury;0;0;0;0;0
2020-06;0087276196;Garges - Sarcelles;0;0;0;0;0
2020-06;0087271205;Gennevilliers;1;0;0;0;1
2020-06;0087276246;Goussainville;0;0;0;0;0
2020-06;0087613059;Gramat;0;0;0;0;0
2020-06;0087681353;Grand Bourg;0;0;0;0;0
2020-06;0087276360;Groslay;0;0;0;0;0
2020-06;0087213058;Haguenau;0;4;0;0;4
2020-06;0087381889;Herblay;0;0;0;0;0
2020-06;0087386409;Houilles - Carrières-sur-Seine;0;8;0;2;10
2020-06;0087394437;Illiers-Combray;0;0;0;0;0
2020-06;0087734202;Issoire;0;0;0;0;0
2020-06;0087713859;Is-sur-Tille;0;0;0;0;0
2020-06;0087393512;Jouy-en-Josas;0;0;0;0;0
2020-06;0087545244;Juvisy;0;0;0;0;0
2020-06;0087382432;La Celle-Saint-Cloud;0;0;0;0;0
2020-06;0087681452;La Ferté-Alais;0;0;0;0;0
2020-06;0087545459;La Norville - Saint-Germain-lès-Arpajon;0;0;0;0;0
2020-06;0087746305;La Roche-sur-Foron;0;0;0;0;0
2020-06;0087394171;La Villette Saint-Prest;0;0;0;0;0
2020-06;0087116319;Lagny - Thorigny;0;1;0;0;1
2020-06;0087473108;Lamballe;14;5;1;0;20
2020-06;0087683268;Laroche - Migennes;5;3;0;0;8
2020-06;0087611483;Latour-de-Carol - Enveitg;0;0;0;0;0
2020-06;0087478404;Laval;20;14;18;0;52
2020-06;0087113522;Le Chénay Gagny;0;19;0;0;19
2020-06;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;15;10;20;0;45
2020-06;0087645473;Le Lioran;0;0;0;0;0
2020-06;0087271551;Le Plessis-Belleville;0;0;0;0;0
2020-06;0087386664;Les Clairières de Verneuil;0;0;0;0;0
2020-06;0087713115;Les Laumes Alésia;2;6;0;0;8
2020-06;0087386300;Les Vallées;0;0;0;0;0
2020-06;0087223263;Lille Europe;133;75;88;6;302
2020-06;0087571471;Loches;2;0;0;0;2
2020-06;0087194001;Longwy;0;0;1;0;1
2020-06;0087486258;Luçon;1;0;1;0;2
2020-06;0087282624;Lyon Jean Macé;0;0;0;0;0
2020-06;0087722025;Lyon Perrache;66;26;41;0;133
2020-06;0087725705;Mâcon Loché TGV;10;8;11;0;29
2020-06;0087751321;Manosque - Gréoux-les-Bains;7;0;1;0;8
2020-06;0087734871;Massiac - Blesle;0;0;0;0;0
2020-06;0087383281;Massy - Verrières RER C;0;0;0;0;0
2020-06;0087681411;Mennecy;0;0;0;0;0
2020-06;0087147322;Meuse TGV;14;1;2;0;17
2020-06;0087671016;Mont-de-Marsan;5;1;3;0;9
2020-06;0087313346;Montdidier;0;0;0;0;0
2020-06;0087641001;Montluçon;1;0;0;0;1
2020-06;0087741181;Montmélian;1;0;0;0;1
2020-06;0087382879;Montreuil;0;4;0;0;4
2016-09;0087391102;Paris Montparnasse 3 Vaugirard;19;33;4;98;42
2016-09;0087271007;Paris Nord;602;807;11;2441;1021
2016-09;0087672006;Pau;57;38;5;277;177
2016-09;0087594663;Pompadour;0;0;0;4;4
2016-09;0087672279;Puyoô;0;0;0;8;8
2016-09;0087474098;Quimper;69;80;9;355;197
2016-09;0087471003;Rennes;419;340;9;1577;809
2016-09;0087726802;Roanne;34;17;1;109;57
2016-09;0087473009;Saint-Brieuc;50;50;2;206;104
2016-09;0087491001;Saintes;25;30;0;230;175
2016-09;0087746479;Saint-Gervais-les-Bains Le Fayet;3;10;0;42;29
2016-09;0087677120;Saint-Jean-de-Luz - Ciboure;34;45;0;165;86
2016-09;0087478107;Saint-Malo;57;88;6;268;117
2016-09;0087481705;Saint-Nazaire;43;45;4;177;85
2016-09;0087571240;Saint-Pierre-des-Corps;223;236;18;1119;642
2016-09;0087746438;Sallanches - Combloux - Megève;1;4;0;11;6
2016-09;0087595827;Sarlat;9;5;0;29;15
2016-09;0087481838;Savenay;7;2;0;34;25
2016-09;0087172254;Sedan;40;78;0;128;10
2016-09;0087594333;Souillac;5;13;0;41;23
2016-09;0087313882;TGV Haute Picardie;40;46;7;179;86
2016-09;0087586651;Tonneins;55;1;0;58;2
2016-09;0087755009;Toulon;158;376;6;1004;464
2016-09;0087571000;Tours;204;81;18;662;359
2016-09;0087393009;Versailles Chantiers;21;13;0;51;17
2016-09;0087763300;Veynes Dévoluy;5;0;0;13;8
2016-09;0087683102;Villeneuve-la-Guyard;0;0;0;0;0
2016-09;0087313437;Villers-Bretonneux;0;0;0;0;0
2016-09;0087174276;Vitry-le-François;3;2;0;45;40
2016-09;0087545707;Voves;0;1;0;1;0
2016-10;0087592667;Aixe-sur-Vienne;0;0;0;1;1
2016-10;0087313072;Albert;0;0;0;0;0
2016-10;0087775288;Alès;7;11;0;62;44
2016-10;0087574343;Amboise;9;6;1;58;42
2016-10;0087481192;Ancenis;17;6;1;65;41
2016-10;0087757674;Antibes;66;87;0;268;115
2016-10;0087582668;Arcachon;7;14;0;63;42
2016-10;0087597120;Argenton-sur-Creuse;0;1;1;10;8
2016-10;0087342014;Arras;68;74;2;275;131
2016-10;0087295600;Aulnoye-Aymeries;6;10;0;50;34
2016-10;0087726760;Aurec;0;0;0;0;0
2016-10;0087645002;Aurillac;1;2;0;31;28
2016-10;0087187971;Basel sbb.;10;2;2;18;4
2016-10;0087673004;Bayonne;27;37;7;176;105
2016-10;0087713545;Beaune;7;9;0;78;62
2016-10;0087193250;Béning;0;1;0;1;0
2016-10;0087300863;Besançon Franche-Comté TGV;53;29;1;147;64
2016-10;0087576207;Bourges;19;18;0;94;57
2016-10;0087474007;Brest;62;40;2;191;87
2016-10;0087444000;Caen;134;67;12;447;234
2016-10;0087317263;Calais;20;14;0;51;17
2016-10;0087757625;Cannes;44;200;9;547;294
2016-10;0087613356;Caussade;0;1;0;7;6
2016-10;0087785006;Cerbère;0;1;0;5;4
2016-10;0087396606;Château-du-Loir;1;1;0;7;5
2016-10;0087545756;Châteaudun;4;3;0;7;0
2016-10;0087576298;Châteauneuf-sur-Cher;1;0;0;4;3
2016-10;0087116582;Château-Thierry;1;1;0;14;12
2016-10;0087444877;Cherbourg;27;14;2;63;20
2016-10;0087571687;Chinon;61;0;0;66;5
2016-10;0087484303;Cholet;15;8;1;79;55
2016-10;0087746370;Cluses;0;0;0;6;6
2016-10;0087491449;Cognac;2;3;0;24;19
2016-10;0087182014;Colmar;65;23;4;157;65
2016-10;0087394221;Courville-sur-Eure;2;0;0;2;0
2016-10;0087142125;Culmont - Chalindrey;1;7;0;28;20
2016-10;0087673202;Dax;47;148;7;434;232
2016-10;0087478073;Dol;28;5;0;51;18
2016-10;0087694141;Étang;0;0;0;8;8
2016-10;0087613091;Figeac;4;3;0;22;15
2016-10;0087613059;Gramat;0;0;0;1;1
2016-10;0087473207;Guingamp;21;56;2;141;62
2016-10;0087677005;Hendaye;12;20;0;112;80
2016-10;0087755629;Hyères;31;39;0;98;28
2016-10;0087734202;Issoire;28;2;1;49;18
2016-10;0087597062;Issoudun;5;4;0;15;6
2016-10;0087683243;Joigny;0;0;0;5;5
2016-10;0087394171;La Villette Saint-Prest;0;0;0;0;0
2016-10;0087543140;Lamotte-Beuvron;1;1;1;4;1
2016-10;0087473223;Lannion;7;14;0;29;8
2016-10;0087481788;Le Croisic;33;13;1;60;13
2016-10;0087775866;Le Grau-du-Roi;0;1;0;1;0
2016-10;0087543017;Les Aubrais;23;16;5;165;121
2016-10;0087486449;Les Sables-d'Olonne;7;16;2;54;29
2016-10;0087286005;Lille Flandres;373;148;1;869;347
2016-10;0087722025;Lyon Perrache;94;68;1;403;240
2016-10;0087721159;Lyon Saint-Paul;0;0;0;0;0
2016-10;0087751321;Manosque - Gréoux-les-Bains;0;6;0;16;10
2016-10;0087645168;Maurs;0;0;0;0;0
2016-10;0087576116;Mehun-sur-Yèvre;0;0;0;0;0
2016-10;0087574137;Meung-sur-Loire;0;3;0;4;1
2016-10;0087594275;Meymac;1;0;0;3;2
2016-10;0087671016;Mont-de-Marsan;10;3;0;32;19
2016-10;0087313346;Montdidier;0;0;0;1;1
2016-10;0087764001;Montélimar;36;39;3;132;54
2016-10;0087773002;Montpellier Saint-Roch;377;397;12;1578;792
2016-10;0087313320;Moreuil;5;0;0;5;0
2016-10;0087696328;Moulins sur Allier;12;3;0;114;99
2016-10;0087611038;Muret;6;0;0;10;4
2016-10;0087781104;Narbonne;65;101;5;403;232
2016-10;0087645507;Neussargues;8;2;0;35;25
2016-10;0087684274;Nogent-sur-Vernisson;0;0;0;0;0
2016-10;0087743534;Oyonnax;0;1;0;3;2
2016-10;0087694687;Paray-le-Monial;0;2;1;17;14
2016-10;0087271007;Paris Nord;648;723;22;2371;978
2016-10;0087575001;Poitiers;124;113;7;603;359
2016-10;0087317057;Rang-du-Fliers - Verton - Berck;27;14;0;57;16
2016-10;0087471003;Rennes;429;295;4;1399;671
2016-10;0087172270;Rethel;120;1;0;121;0
2016-10;0087313460;Rosières;0;0;0;0;0
2016-10;0087396408;Sablé-sur-Sarthe;14;12;0;48;22
2016-10;0087446179;Saint-Cyprien Arènes;0;0;0;0;0
2016-10;0087491001;Saintes;29;27;3;195;136
2016-10;0087746479;Saint-Gervais-les-Bains Le Fayet;2;10;0;30;18
2016-10;0087742320;Saint-Jean-de-Maurienne Arvan;6;5;0;18;7
2016-10;0087182139;Saint-Louis;6;1;0;21;14
2016-10;0087481705;Saint-Nazaire;40;26;1;136;69
2016-10;0087757526;Saint-Raphaël Valescure;52;136;5;337;144
2016-10;0087615344;Saint-Sulpice;0;0;0;40;40
2016-10;0087487603;Saumur;15;11;2;97;69
2016-10;0087214056;Sélestat;36;5;2;68;25
2016-10;0087683003;Sens;11;11;0;41;19
2016-10;0087773200;Sète;30;36;3;168;99
2016-10;0087594093;Ussel;2;0;0;10;8
2016-10;0087641357;Vallon-en-Sully;0;0;0;0;0
2016-10;0087571216;Vendôme - Villiers-sur-Loir;13;11;2;46;20
2016-10;0087576884;Villefranche-sur-Cher;0;0;0;0;0
2016-10;0087471508;Vitré;21;4;0;54;29
2016-10;0087174276;Vitry-le-François;3;0;0;14;11
2016-10;0087144279;Vittel;0;0;0;2;2
2016-10;0087613661;Viviez - Decazeville;0;1;0;3;2
2016-11;0087317362;Abbeville;4;4;0;24;16
2016-11;0087781278;Agde;14;17;0;82;51
2016-11;0087586008;Agen;92;55;2;306;157
2016-11;0087751404;Aix-en-Provence;4;3;0;17;10
2016-11;0087592667;Aixe-sur-Vienne;0;0;0;1;1
2016-11;0087741645;Albertville;6;1;0;17;10
2016-11;0087444711;Alençon;16;10;0;61;35
2016-11;0087313874;Amiens;60;26;1;138;51
2016-11;0087444539;Argentan;11;3;2;38;22
2016-11;0087734251;Arvant;0;2;0;16;14
2016-11;0087683573;Auxerre Saint-Gervais;12;0;0;23;11
2016-11;0087713347;Auxonne;0;0;0;1;1
2016-11;0087765008;Avignon Centre;32;19;1;169;117
2016-11;0087187971;Basel sbb.;27;3;0;32;2
2016-11;0087444067;Bayeux;15;4;3;39;17
2016-11;0087313510;Beauvais;10;4;0;20;6
2016-11;0087592485;Bellac;3;0;0;3;0
2016-11;0087317263;Calais;10;6;0;27;11
2016-11;0087613109;Capdenac;0;0;0;1;1
2016-11;0087615625;Carmaux;0;5;0;34;29
2016-11;0087613356;Caussade;0;0;0;7;7
2016-11;0087785006;Cerbère;1;0;0;2;1
2016-11;0087171926;Champagne-Ardenne TGV;44;52;3;224;125
2016-11;0087576298;Châteauneuf-sur-Cher;2;0;0;3;1
2016-11;0087142000;Chaumont;8;6;0;38;24
2016-11;0087734004;Clermont-Ferrand;71;47;6;438;314
2016-11;0087192666;Conflans - Jarny;0;0;0;5;5
2016-11;0087313056;Corbie;0;0;0;1;1
2016-11;0087696484;Decize;37;0;0;44;7
2016-11;0087415018;Dieppe;20;5;2;50;23
2016-11;0087713040;Dijon;227;118;10;732;377
2016-11;0087394114;Épernon;0;0;0;0;0
2016-11;0087144006;Épinal;29;7;1;115;78
2016-11;0087582478;Facture Biganos;4;0;0;14;10
2016-11;0087732404;Gannat;0;0;0;0;0
2016-11;0087172130;Givet;0;0;0;0;0
2016-11;0087213058;Haguenau;2;8;1;13;2
2016-11;0087486019;La Roche-sur-Yon;17;20;1;90;52
2016-11;0087394171;La Villette Saint-Prest;0;0;0;0;0
2016-11;0087473108;Lamballe;6;8;0;83;69
2016-11;0087543140;Lamotte-Beuvron;0;0;3;5;2
2016-11;0087473223;Lannion;5;16;0;28;7
2016-11;0087481788;Le Croisic;28;15;0;55;12
2016-11;0087271551;Le Plessis-Belleville;0;0;0;0;0
2016-11;0087345025;Lens;10;4;1;25;10
2016-11;0087713115;Les Laumes Alésia;0;0;0;1;1
2016-11;0087142109;Lorraine TGV;57;48;1;197;91
2016-11;0087141150;Lunéville;8;3;0;13;2
2016-11;0087721159;Lyon Saint-Paul;0;0;0;0;0
2016-11;0087783282;Marvejols;2;0;0;5;3
2016-11;0087576116;Mehun-sur-Yèvre;0;0;0;0;0
2016-11;0087313668;Méru;0;0;0;0;0
2016-11;0087611244;Montauban Ville Bourbon;37;25;7;173;104
2016-11;0087474338;Morlaix;46;15;1;126;64
2016-11;0087182063;Mulhouse;109;60;3;357;185
2016-11;0087481002;Nantes;456;305;12;1770;997
2016-11;0087696005;Nevers;73;31;1;228;123
2016-11;0087672725;Oloron-Sainte-Marie;0;3;0;3;0
2016-11;0087743534;Oyonnax;2;1;0;10;7
2016-11;0087391102;Paris Montparnasse 3 Vaugirard;14;20;2;61;25
2016-11;0087141820;Pont-à-Mousson;13;0;3;24;8
2016-11;0087683136;Pont-sur-Yonne;0;0;0;0;0
2016-11;0087734749;Retournac;3;2;2;7;0
2016-11;0087474155;Rosporden;2;4;0;12;6
2016-11;0087574897;Saint-Aignan - Noyers;12;0;0;13;1
2016-11;0087446179;Saint-Cyprien Arènes;0;0;0;0;0
2016-11;0087175000;Saint-Dizier;8;4;1;22;9
2016-11;0087575050;Sainte-Maure - Noyant;0;0;0;0;0
2016-11;0087576272;Saint-Florent-sur-Cher;0;0;0;1;1
2016-11;0087783175;Saint-Flour - Chaudes-Aigues;0;1;0;9;8
2016-11;0087677120;Saint-Jean-de-Luz - Ciboure;21;15;0;60;24
2016-11;0087592709;Saint-Junien;0;0;0;2;2
2016-11;0087447003;Saint-Lô;11;2;0;31;18
2016-11;0087746438;Sallanches - Combloux - Megève;2;0;0;5;3
2016-11;0087487603;Saumur;13;13;0;65;39
2016-11;0087172254;Sedan;43;77;0;130;10
2016-11;0087396234;Sillé-le-Guillaume;20;5;0;37;12
2016-11;0087751206;Sisteron;3;0;0;3;0
2016-11;0087141044;Toul;10;4;0;65;51
2016-11;0087611004;Toulouse Matabiau;301;289;4;1793;1199
2016-11;0087543074;Toury;0;1;0;5;4
2016-11;0087444372;Trouville - Deauville;7;37;4;70;22
2016-11;0087343004;Valenciennes;44;16;0;108;48
2016-11;0087571216;Vendôme - Villiers-sur-Loir;7;9;0;36;20
2016-11;0087175778;Verdun;0;1;0;4;3
2016-11;0087393009;Versailles Chantiers;7;13;0;42;22
2016-11;0087645440;Vic-sur-Cère;0;0;0;0;0
2016-12;0087317362;Abbeville;1;5;0;24;18
2016-12;0087586008;Agen;69;81;8;349;191
2016-12;0087751404;Aix-en-Provence;7;2;0;24;15
2016-12;0087741132;Aix-les-Bains le Revard;33;23;3;141;82
2016-12;0087313072;Albert;0;0;0;2;2
2016-12;0087615005;Albi ville;23;14;1;83;45
2016-12;0087444711;Alençon;7;18;0;57;32
2016-12;0087313874;Amiens;100;37;0;211;74
2016-12;0087726760;Aurec;0;0;0;0;0
2016-12;0087683789;Avallon;1;1;0;3;1
2016-12;0087175042;Bar-le-Duc;15;6;0;51;30
2016-12;0087673400;Biarritz;17;28;1;91;45
2016-12;0087574004;Blois-Chambord;31;18;2;135;84
2016-12;0087413344;Bréauté - Beuzeville;3;1;1;19;14
2016-12;0087444000;Caen;176;102;7;604;319
2016-12;0087615039;Castelnaudary;9;3;0;27;15
2016-12;0087545756;Châteaudun;0;3;1;5;1
2016-12;0087576298;Châteauneuf-sur-Cher;9;1;0;16;6
2016-12;0087444877;Cherbourg;46;18;5;88;19
2016-12;0087484303;Cholet;30;12;3;95;50
2016-12;0087182014;Colmar;83;45;2;218;88
2016-12;0087611467;Colomiers;1;5;0;8;2
2016-12;0087192666;Conflans - Jarny;0;0;0;4;4
2016-12;0087313056;Corbie;0;0;0;1;1
2016-12;0087696146;Cosne-sur-Loire;1;9;0;18;8
2016-12;0087271593;Crépy-en-Valois;0;0;0;2;2
2016-12;0087478164;Dinan;7;1;1;19;10
2016-12;0087393488;Dreux;2;2;1;15;10
2016-12;0087613091;Figeac;6;5;0;35;24
2016-12;0087171330;Fismes;0;0;0;0;0
2016-12;0087611616;Foix;8;1;1;30;20
2016-12;0087684290;Gien;0;5;0;16;11
2016-12;0087613059;Gramat;0;0;0;0;0
2016-12;0087447680;Granville;10;16;1;49;22
2016-12;0087747006;Grenoble;433;164;8;937;332
2016-12;0087597609;Guéret;0;0;0;7;7
2016-12;0087295063;Hirson;2;4;0;11;5
2016-12;0087734319;Langeac;1;0;0;1;0
2016-12;0087582775;Langon;9;4;0;28;15
2016-12;0087763557;L'Argentière Les Écrins;1;0;0;1;0
2016-12;0087734160;Le Cendre - Orcet;0;0;0;4;4
2016-12;0087481788;Le Croisic;34;14;2;62;12
2016-12;0087734442;Lezoux;0;0;0;0;0
2016-12;0087444265;Lisieux;16;37;5;119;61
2016-12;0087476002;Lorient;92;60;2;277;123
2016-12;0087486258;Luçon;0;4;0;27;23
2016-12;0087762906;Lyon Saint-Exupéry TGV;28;33;2;84;21
2016-12;0087586545;Marmande;36;24;1;112;51
2016-12;0087111849;Marne-la-Vallée Chessy;410;232;12;1034;380
2016-12;0087734871;Massiac - Blesle;0;0;0;22;22
2016-12;0087295006;Maubeuge;22;4;0;35;9
2016-12;0087615542;Mazamet;0;5;0;13;8
2016-12;0087756486;Menton;3;29;0;47;15
2016-12;0087192039;Metz;159;85;4;496;248
2016-12;0087753004;Miramas;9;3;0;26;14
2016-12;0087671016;Mont-de-Marsan;8;9;0;47;30
2016-12;0087474338;Morlaix;33;24;0;110;53
2016-12;0087718619;Morteau;0;1;0;7;6
2016-12;0087672725;Oloron-Sainte-Marie;0;0;0;6;6
2016-12;0087672253;Orthez;28;6;1;65;30
2016-12;0087391003;Paris Montparnasse;944;1725;66;4478;1743
2016-12;0087595009;Périgueux;23;19;1;138;95
2016-12;0087715003;Pontarlier;1;2;1;8;4
2016-12;0087575076;Port-de-Piles;1;0;0;5;4
2016-12;0087317057;Rang-du-Fliers - Verton - Berck;50;10;0;70;10
2016-12;0087471300;Redon;45;36;0;222;141
2016-12;0087734053;Riom - Châtel-Guyon;7;4;0;73;62
2016-12;0087575050;Sainte-Maure - Noyant;0;0;0;0;0
2016-12;0087611137;Saint-Gaudens;15;0;0;49;34
2016-12;0087746479;Saint-Gervais-les-Bains Le Fayet;4;11;0;35;20
2016-12;0087486571;Saint-Gilles-Croix-de-Vie;7;7;0;25;11
2016-12;0087742320;Saint-Jean-de-Maurienne Arvan;4;5;0;27;18
2016-12;0087481705;Saint-Nazaire;28;41;2;140;69
2016-12;0087296004;Saint-Quentin;36;7;3;91;45
2016-12;0087592345;Saint-Sulpice-Laurière;0;0;0;0;0
2016-12;0087595827;Sarlat;7;2;0;20;11
2016-12;0087212225;Saverne;6;0;0;23;17
2016-12;0087773200;Sète;21;43;1;136;71
2016-12;0087751206;Sisteron;2;0;0;4;2
2016-12;0087296442;Tergnier;10;4;1;45;30
2016-12;0087141044;Toul;1;4;3;44;36
2016-12;0087118000;Troyes;10;25;0;62;27
2016-12;0087594200;Uzerche;2;5;0;13;6
2016-12;0087611863;Valence d'Agen;0;0;0;1;1
2016-12;0087763029;Valence TGV Rhône-Alpes Sud;186;253;8;997;550
2016-12;0087343004;Valenciennes;63;26;0;145;56
2016-12;0087476606;Vannes;56;57;0;244;131
2016-12;0087732008;Vichy;29;15;1;176;131
2016-12;0087722587;Vienne;13;5;0;64;46
2016-12;0087613893;Villefranche-de-Rouergue;1;0;0;10;9
2016-12;0087721332;Villefranche-sur-Saône;44;6;4;98;44
