Date/Mensuel;Code UIC;Nom de la gare;Assistance simple;Rampe;Fauteuil;Rampe et  fauteuil;Total
2020-01;0087382333;Chaville Rive Droite;0;0;0;0;0
2020-01;0087393207;Chaville Rive Gauche;0;0;0;0;0
2020-01;0087313304;Clermont de l'Oise;0;3;0;0;3
2020-01;0087491449;Cognac;3;3;0;0;6
2020-01;0087611467;Colomiers;1;0;4;0;5
2020-01;0087682146;Combs-la-Ville - Quincy;20;25;0;0;45
2020-01;0087394288;Condé-sur-Huisne;0;0;0;0;0
2020-01;0087381897;Conflans-Sainte-Honorine;2;0;0;0;2
2020-01;0087271593;Crépy-en-Valois;1;0;0;0;1
2020-01;0087142125;Culmont - Chalindrey;7;0;0;0;7
2020-01;0087478073;Dol;9;2;4;0;15
2020-01;0087345009;Douai;10;32;8;1;51
2020-01;0087386763;Épône - Mézières;0;0;0;0;0
2020-01;0087276055;Ermont - Eaubonne;4;4;0;0;8
2020-01;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2020-01;0087545137;Étampes;0;0;0;0;0
2020-01;0087694141;Etang;1;0;0;0;1
2020-01;0087545145;Étréchy;0;0;0;0;0
2020-01;0087387001;Évreux Normandie;17;14;5;0;36
2020-01;0087681387;Évry - Courcouronnes;0;29;0;0;29
2020-01;0087582478;Facture Biganos;4;1;4;1;10
2020-01;0087324095;Futuroscope;0;0;0;0;0
2020-01;0087684290;Gien;3;0;2;0;5
2020-01;0087381244;Gisors;0;0;0;0;0
2020-01;0087722405;Givors;1;0;0;0;1
2020-01;0087681379;Grigny Centre;0;10;0;0;10
2020-01;0087276592;Gros Noyer Saint-Prix;0;0;0;0;0
2020-01;0087473207;Guingamp;30;10;27;0;67
2020-01;0087286302;Hazebrouck;9;19;1;0;29
2020-01;0087755629;Hyères;5;6;13;0;24
2020-01;0087734202;Issoire;5;0;0;0;5
2020-01;0087597062;Issoudun;1;1;0;0;2
2020-01;0087713859;Is-sur-Tille;0;0;0;0;0
2020-01;0087696195;La Charité-Sur-Loire;0;0;0;0;0
2020-01;0087545459;La Norville - Saint-Germain-lès-Arpajon;0;0;0;0;0
2020-01;0087592378;La Souterraine;14;1;5;1;21
2020-01;0087393256;La Verrière;0;0;0;0;0
2020-01;0087571828;Langeais;7;0;0;0;7
2020-01;0087683268;Laroche - Migennes;4;6;4;1;15
2020-01;0087611483;Latour-de-Carol - Enveitg;2;0;2;0;4
2020-01;0087615476;Lavaur;2;0;0;0;2
2020-01;0087722678;Le Péage-de-Roussillon;7;0;0;0;7
2020-01;0087271551;Le Plessis-Belleville;0;0;0;0;0
2020-01;0087382366;Le Val d'Or;0;0;0;0;0
2020-01;0087543017;Les Aubrais;65;8;12;1;86
2020-01;0087713115;Les Laumes Alésia;0;4;0;0;4
2020-01;0087386680;Les Mureaux;0;0;0;0;0
2020-01;0087386300;Les Vallées;0;0;0;0;0
2020-01;0087682153;Lieusaint - Moissy;0;0;0;0;0
2020-01;0087223263;Lille Europe;272;170;209;7;658
2020-01;0087592006;Limoges Bénédictins;132;30;23;1;186
2020-01;0087447219;Lison;7;2;0;0;9
2020-01;0087194274;Longuyon;4;2;0;0;6
2020-01;0087476002;Lorient;47;44;26;2;119
2020-01;0087282624;Lyon Jean Macé;14;2;2;0;18
2020-01;0087721001;Lyon Vaise;1;0;0;0;1
2020-01;0087381590;Mantes Station;0;0;0;0;0
2020-01;0087382465;Marly-le-Roi;0;0;0;0;0
2020-01;0087111849;Marne-la-Vallée Chessy;154;203;141;7;505
2020-01;0087393579;Massy - Palaiseau;1;0;1;0;2
2020-01;0087383281;Massy - Verrières;0;0;0;0;0
2020-01;0087645168;Maurs;2;0;0;0;2
2020-01;0087615542;Mazamet;0;0;0;0;0
2020-01;0087682005;Melun;6;0;0;0;6
2020-01;0087783605;Mende;2;1;0;0;3
2020-01;0087574194;Mer;0;0;0;0;0
2020-01;0087574137;Meung-sur-Loire;0;2;0;0;2
2020-01;0087756403;Monaco monte carlo;3;2;1;1;7
2020-01;0087184523;Montbéliard;8;33;0;1;42
2020-01;0087694620;Montceau-les-Mines;0;0;0;0;0
2020-01;0087763508;Mont-Dauphin - Guillestre;0;0;0;0;0
2020-01;0087276493;Montsoult - Maffliers;0;0;0;0;0
2020-01;0087611038;Muret;7;0;0;1;8
2020-01;0087116095;Nangis;0;0;0;0;0
2020-01;0087781104;Narbonne;65;27;30;2;124
2020-01;0087684126;Nemours Saint-Pierre;0;0;0;0;0
2020-01;0087645507;Neussargues;6;0;0;0;6
2020-01;0087592725;Nexon;5;0;0;0;5
2020-01;0087775007;Nîmes;164;52;62;1;279
2020-01;0087113217;Noisy-le-Sec;0;13;0;0;13
2020-01;0087672725;Oloron-Sainte-Marie;2;0;0;0;2
2020-01;0087381145;Osny;1;0;0;0;1
2020-01;0087116020;Ozoir-la-Ferrière;0;0;0;0;0
2020-01;0087686667;Paris Bercy;92;21;36;0;149
2020-01;0087393652;Petit Vaux;0;0;0;0;0
2020-01;0087393421;Plaisir-Grignon;0;0;0;0;0
2020-01;0087386573;Poissy;6;7;0;0;13
2020-01;0087276139;Pontoise;4;0;0;0;4
2020-01;0087393165;Porchefontaine;0;0;0;0;0
2020-01;0087474098;Quimper;68;34;35;0;137
2020-01;0087172270;Rethel;0;39;0;0;39
2020-01;0087726331;Rive-de-Gier;3;0;0;0;3
2020-01;0087726802;Roanne;22;20;8;0;50
2020-01;0087116038;Roissy-en-Brie;0;0;0;0;0
2020-01;0087654798;Rosa Parks;0;5;0;0;5
2020-01;0087474635;Roscoff;0;0;0;0;0
2020-01;0087474155;Rosporden;12;3;4;0;19
2020-01;0087411017;Rouen Rive Droite;79;37;30;4;150
2020-01;0087722652;Saint-Clair - Les Roches;2;0;0;0;2
2020-01;0087732206;Saint-Germain-des-Fossés;8;0;1;0;9
2020-01;0087486571;Saint-Gilles-Croix-de-Vie;11;3;5;0;19
2020-01;0087276170;Saint-Gratien;0;0;0;0;0
2020-01;0087677120;Saint-Jean-de-Luz - Ciboure;10;16;15;0;41
2020-01;0087742320;Saint-Jean-de-Maurienne Arvan;9;18;3;0;30
2020-01;0087281444;Saint-Omer;4;10;3;0;17
2020-01;0087271247;Saint-Ouen;0;0;0;0;0
2020-01;0087394148;Saint-Piat;0;0;0;0;0
2020-01;0087757526;Saint-Raphaël Valescure;51;14;55;1;121
2020-01;0087592345;Saint-Sulpice-Laurière;0;0;0;0;0
2020-01;0087172254;Sedan;0;5;0;0;5
2020-01;0087396234;Sillé-le-Guillaume;4;2;7;0;13
2020-01;0087751206;Sisteron;1;0;1;0;2
2020-01;0087594333;Souillac;3;2;0;0;5
2020-01;0087164780;Stade de France Saint-Denis;3;17;0;0;20
2020-01;0087212027;Strasbourg;305;202;184;6;697
2020-01;0087382374;Suresnes Mont Valérien;0;4;0;0;4
2020-01;0087191007;Thionville;53;18;10;0;81
2020-01;0087141044;Toul;6;12;0;0;18
2020-01;0087611004;Toulouse Matabiau;488;145;114;4;751
2020-01;0087543074;Toury;1;0;0;0;1
2020-01;0087594200;Uzerche;6;2;3;0;11
2020-01;0087343004;Valenciennes;28;33;5;2;68
2020-01;0087386656;Vernouillet - Verneuil;1;0;0;0;1
2020-01;0087185009;Vesoul;1;0;0;0;1
2020-01;0087576009;Vierzon;96;28;13;0;137
2020-01;0087113795;Villiers-sur-Marne - Le Plessis-Trévise;1;1;0;0;2
2020-01;0087545293;Vitry-sur-Seine;0;0;0;0;0
2020-01;0087747287;Voiron;68;24;0;0;92
2020-02;0087319012;Aix-en-Provence TGV;206;164;145;1;516
2020-02;0087313072;Albert;0;0;0;0;0
2020-02;0087615195;Albi Madeleine;0;0;0;0;0
2020-02;0087615005;Albi ville;20;6;2;0;28
2020-02;0087381491;Andrésy;0;0;0;0;0
2020-02;0087484006;Angers Saint-Laud;400;189;115;5;709
2020-02;0087381848;Argenteuil;3;0;0;0;3
2020-02;0087597120;Argenton-sur-Creuse;8;0;1;0;9
2020-02;0087545467;Arpajon;0;1;0;0;1
2020-02;0087342014;Arras;66;48;31;32;177
2020-02;0087381137;Asnières-sur-Seine;1;4;0;0;5
2020-02;0087386730;Aubergenville Élisabethville;38;0;0;0;38
2020-02;0087645002;Aurillac;6;0;0;0;6
2020-02;0087276543;Auvers-sur-Oise;0;0;0;0;0
2020-02;0087683573;Auxerre Saint-Gervais;6;3;0;2;11
2020-02;0087175042;Bar-le-Duc;11;45;1;0;57
2020-02;0087713545;Beaune;5;8;9;0;22
2020-02;0087781609;Bédarieux;3;1;0;0;4
2020-02;0087721357;Belleville sur Sâone;3;1;0;0;4
2020-02;0087193250;Béning;1;2;0;0;3
2020-02;0087584268;Bergerac;6;3;5;0;14
2020-02;0087276642;Bessancourt;0;0;0;0;0
2020-02;0087574475;Bléré la Croix;0;0;0;0;0
2020-02;0087574004;Blois-Chambord;52;13;7;0;72
2020-02;0087381079;Bois-Colombes;0;0;0;0;0
2020-02;0087581009;Bordeaux Saint-Jean;954;441;425;19;1839
2020-02;0087382440;Bougival;0;0;0;0;0
2020-02;0087487249;Bressuire;2;0;0;0;2
2020-02;0087545194;Brétigny;0;0;0;0;0
2020-02;0087545483;Breuillet - Bruyères-le-Châtel;0;0;0;0;0
2020-02;0087682120;Brunoy;0;0;0;0;0
2020-02;0087615286;Carcassonne;44;7;15;2;68
2020-02;0087785006;Cerbère;0;0;0;0;0
2020-02;0087381905;Cergy Préfecture;1;41;1;0;43
2020-02;0087481390;Challans;3;2;0;0;5
2020-02;0087174003;Châlons-en-Champagne;13;11;7;0;31
2020-02;0087276725;Chambly;0;0;0;0;0
2020-02;0087381475;Chanteloup-les-Vignes;0;0;0;0;0
2020-02;0087394007;Chartres;14;18;6;0;38
2020-02;0087575142;Châtellerault;37;1;6;8;52
2020-02;0087393173;Chaville - Vélizy;0;0;0;0;0
2020-02;0087571687;Chinon;5;75;6;0;86
2020-02;0087545285;Choisy-le-Roi;0;0;0;0;0
2020-02;0087491449;Cognac;4;0;2;0;6
2020-02;0087611467;Colomiers;4;0;7;0;11
2020-02;0087381897;Conflans-Sainte-Honorine;3;1;0;0;4
2020-02;0087394221;Courville-sur-Eure;0;12;0;0;12
2020-02;0087696484;Decize;9;23;0;0;32
2020-02;0087713412;Dole;42;51;2;0;95
2020-02;0087545525;Dourdan;0;0;0;0;0
2020-02;0087271403;Drancy;0;11;0;0;11
2020-02;0087393488;Dreux;3;0;0;0;3
2020-02;0087545475;Égly;0;0;0;0;0
2020-02;0087394114;Épernon;0;2;0;0;2
2020-02;0087545228;Épinay-sur-Orge;0;0;0;0;0
2020-02;0087214148;Erstein;0;0;0;0;0
2020-02;0087545145;Étréchy;0;0;0;0;0
2020-02;0087592121;Eymoutiers Vassivière;2;0;0;0;2
2020-02;0087726729;Firminy;3;2;0;0;5
2020-02;0087715136;Frasne;12;5;13;0;30
2020-02;0087324095;Futuroscope;1;4;2;0;7
2020-02;0087732404;Gannat;1;1;0;0;2
2020-02;0087381244;Gisors;2;0;0;0;2
2020-02;0087447680;Granville;8;6;2;3;19
2020-02;0087276360;Groslay;0;0;0;0;0
2020-02;0087191114;Hagondange;7;0;0;0;7
2020-02;0087213058;Haguenau;6;1;1;0;8
2020-02;0087286302;Hazebrouck;23;21;2;0;46
2020-02;0087386409;Houilles - Carrières-sur-Seine;1;18;1;0;20
2020-02;0087393512;Jouy-en-Josas;0;0;0;0;0
2020-02;0087271304;La Courneuve - Aubervilliers;2;17;0;0;19
2020-02;0087386003;La Garenne-Colombes;0;2;0;0;2
2020-02;0087164798;La Plaine Stade de France - Saint-Denis - Aubervilliers;3;138;0;1;142
2020-02;0087394171;La Villette Saint-Prest;0;0;0;0;0
2020-02;0087671123;Lannemezan;2;2;2;0;6
2020-02;0087683268;Laroche - Migennes;21;7;5;2;35
2020-02;0087113522;Le Chénay Gagny;0;28;0;0;28
2020-02;0087645473;Le Lioran;0;0;0;0;0
2020-02;0087682179;Le Mée;0;0;0;0;0
2020-02;0087393298;Le Perray;0;0;0;0;0
2020-02;0087381095;Le Stade;0;0;0;0;0
2020-02;0087681247;Le Vert de Maisons;0;0;0;0;0
2020-02;0087345025;Lens;28;18;6;0;52
2020-02;0087546226;Les Saules;0;0;0;0;0
2020-02;0087113803;Les Yvris Noisy-le-Grand;0;0;0;0;0
2020-02;0087584052;Libourne;37;4;11;0;52
2020-02;0087444265;Lisieux;32;23;15;0;70
2020-02;0087194274;Longuyon;7;0;0;0;7
2020-02;0087142109;Lorraine TGV;54;42;33;0;129
2020-02;0087486258;Luçon;4;1;3;0;8
2020-02;0087276576;Luzarches;0;0;0;0;0
2020-02;0087723197;Lyon Part Dieu;1339;785;625;16;2765
2020-02;0087721159;Lyon Saint-Paul;0;0;0;0;0
2020-02;0087381509;Mantes-la-Jolie;55;30;3;6;94
2020-02;0087111849;Marne-la-Vallée Chessy;214;363;143;4;724
2020-02;0087295006;Maubeuge;4;10;4;0;18
2020-02;0087381483;Maurecourt;0;0;0;0;0
2020-02;0087682005;Melun;3;0;0;0;3
2020-02;0087276667;Méry sur Oise;0;0;0;0;0
2020-02;0087393082;Meudon Val Fleury;0;0;0;0;0
2020-02;0087684001;Montargis;10;4;1;0;15
2020-02;0087694307;Montchanin;6;2;0;0;8
2020-02;0087313346;Montdidier;1;0;0;0;1
2020-02;0087718833;Mouchard;4;2;4;0;10
2020-02;0087645481;Murat;0;0;0;0;0
2020-02;0087781104;Narbonne;107;38;57;3;205
2020-02;0087141291;Neufchâteau;11;2;0;0;13
2020-02;0087381020;Neuilly Porte Maillot;0;0;0;0;0
2020-02;0087485300;Niort;52;28;40;2;122
2020-02;0087276758;Nointel - Mours;0;0;0;0;0
2020-02;0087574319;Onzain Chaumont sur Loire;1;0;0;0;1
2020-02;0087546200;Orly Ville;0;0;0;0;0
2020-02;0087547026;Paris Austerlitz souterrain;0;0;0;0;0
2020-02;0087113001;Paris Est;338;295;193;7;833
2020-02;0087391102;Paris Montparnasse 3 Vaugirard;4;2;1;0;7
2020-02;0087384008;Paris Saint-Lazare;566;275;236;29;1106
2020-02;0087393504;Petit Jouy Les Loges;0;0;0;0;0
2020-02;0087594663;Pompadour;0;0;0;0;0
2020-02;0087393165;Porchefontaine;0;0;0;0;0
2020-02;0087382382;Puteaux;0;0;0;0;0
2020-02;0087471300;Redon;68;24;8;2;102
2020-02;0087681338;Ris-Orangis;0;0;0;0;0
2020-02;0087116038;Roissy-en-Brie;0;0;0;0;0
2020-02;0087654798;Rosa Parks;2;14;0;2;18
2020-02;0087113696;Rosny Bois Perrier;0;0;0;0;0
2020-02;0087474155;Rosporden;4;3;4;0;11
2020-02;0087411017;Rouen Rive Droite;120;69;62;7;258
2020-02;0087546291;Rungis la Fraternelle;0;0;0;0;0
2020-02;0087726000;Saint-Étienne Châteaucreux;120;85;30;0;235
2020-02;0087592709;Saint-Junien;0;0;0;0;0
2020-02;0087478107;Saint-Malo;64;26;51;1;142
2020-02;0087545350;Saint-Martin d'Étampes;0;0;0;0;0
2020-02;0087394148;Saint-Piat;0;0;0;0;0
2020-02;0087342337;Saint-Pol-sur-Ternoise;0;1;0;0;1
2020-02;0087393843;Saint-Quentin en Yvelines;2;0;0;0;2
2020-02;0087757526;Saint-Raphaël Valescure;51;22;68;2;143
2020-02;0087543165;Salbris;37;0;0;0;37
2020-02;0087595827;Sarlat;11;4;0;0;15
2020-02;0087396234;Sillé-le-Guillaume;4;3;8;0;15
2020-02;0087271817;Soissons;4;5;0;0;9
2020-02;0087382374;Suresnes Mont Valérien;7;4;0;0;11
2020-02;0087671008;Tarbes;28;23;11;0;62
2020-02;0087191007;Thionville;55;23;7;0;85
2020-02;0087381806;Triel-sur-Seine;0;0;0;0;0
2020-02;0087444372;Trouville - Deauville;22;10;33;0;65
2020-02;0087594200;Uzerche;9;6;0;0;15
2020-02;0087116293;Vaires - Torcy;0;0;0;0;0
2020-02;0087476606;Vannes;46;31;25;3;105
2020-02;0087393157;Versailles Château Rive Gauche;0;2;0;0;2
2020-02;0087681304;Vigneux-sur-Seine;0;0;0;0;0
2020-02;0087723759;Villars-les-Dombes;2;0;0;0;2
2020-02;0087271510;Villeparisis - Mitry-le-Neuf;7;0;15;0;22
2020-02;0087271452;Villepinte;1;0;0;0;1
2020-02;0087393413;Villepreux - Les Clayes;0;0;0;0;0
2020-02;0087113795;Villiers-sur-Marne - Le Plessis-Trévise;18;1;0;0;19
2020-02;0087144279;Vittel;1;0;0;0;1
2020-03;0087386052;Achères Grand Cormier;0;0;0;0;0
2020-03;0087741132;Aix-les-Bains le Revard;58;20;18;2;98
2020-03;0087313072;Albert;0;0;0;0;0
2020-03;0087775288;Alès;23;6;5;0;34
2020-03;0087745497;Annemasse;11;0;11;0;22
2020-03;0087381848;Argenteuil;3;0;0;0;3
2020-03;0087597120;Argenton-sur-Creuse;3;0;0;0;3
2020-03;0087286146;Armentières;9;5;0;0;14
2020-03;0087611749;Auch;2;1;4;0;7
2020-03;0087545657;Auneau;0;0;0;0;0
2020-03;0087726760;Aurec;0;0;0;0;0
2020-03;0087765008;Avignon Centre;28;14;1;4;47
2020-03;0087175042;Bar-le-Duc;8;10;0;0;18
2020-03;0087726778;Bas - Monistrol;0;0;0;0;0
2020-03;0087444067;Bayeux;7;1;0;0;8
2020-03;0087713545;Beaune;6;3;3;0;12
2020-03;0087300863;Besançon Franche-Comté TGV;31;20;6;0;57
2020-03;0087718007;Besançon Viotte;30;33;9;1;73
2020-03;0087342006;Béthune;3;15;9;0;27
2020-03;0087382440;Bougival;0;0;0;0;0
2020-03;0087576207;Bourges;44;12;21;1;78
2020-03;0087741793;Bourg-Saint-Maurice;7;4;7;2;20
2020-03;0087682138;Boussy-Saint-Antoine;0;0;0;0;0
2020-03;0087545483;Breuillet - Bruyères-le-Châtel;0;0;0;0;0
2020-03;0087545491;Breuillet Village;0;0;0;0;0
2020-03;0087763607;Briançon;3;5;1;0;9
2020-03;0087696088;Briare;0;0;0;0;0
2020-03;0087613000;Cahors;13;5;2;0;20
2020-03;0087381905;Cergy Préfecture;1;16;0;1;18
2020-03;0087725002;Chalon-sur-Saône;27;9;2;1;39
2020-03;0087381194;Chars;0;0;0;0;0
2020-03;0087576298;Châteauneuf-sur-Cher;2;0;0;0;2
2020-03;0087597005;Châteauroux;24;5;14;0;43
2020-03;0087142000;Chaumont;10;6;2;0;18
2020-03;0087393173;Chaville - Vélizy;0;0;0;0;0
2020-03;0087393207;Chaville Rive Gauche;0;0;0;0;0
2020-03;0087444877;Cherbourg;24;24;3;3;54
2020-03;0087545285;Choisy-le-Roi;0;1;0;0;1
2020-03;0087491449;Cognac;1;1;1;0;3
2020-03;0087641415;Commentry;2;0;0;0;2
2020-03;0087175257;Commercy;1;2;0;0;3
2020-03;0087276691;Compiègne;6;8;3;1;18
2020-03;0087116301;Coulommiers;2;13;0;0;15
2020-03;0087276345;Deuil - Montmagny;0;0;0;0;0
2020-03;0087713040;Dijon;191;62;42;2;297
2020-03;0087478073;Dol;5;3;0;0;8
2020-03;0087696427;Dompierre Sept Fons;0;0;0;0;0
2020-03;0087540179;Dourdan la Forêt;0;0;0;0;0
2020-03;0087393488;Dreux;0;2;0;0;2
2020-03;0087281006;Dunkerque;49;61;15;0;125
2020-03;0087763466;Embrun;0;2;4;0;6
2020-03;0087271122;Épinay - Villetaneuse;0;0;0;0;0
2020-03;0087381418;Éragny - Neuville;0;0;0;0;0
2020-03;0087116327;Esbly;0;0;0;0;0
2020-03;0087694141;Etang;0;0;0;0;0
2020-03;0087592121;Eymoutiers Vassivière;1;0;0;0;1
2020-03;0087726729;Firminy;0;0;0;0;0
2020-03;0087393405;Fontenay-le-Fleury;0;0;0;0;0
2020-03;0087381566;Gargenville;0;0;0;0;0
2020-03;0087447680;Granville;8;3;3;5;19
2020-03;0087116012;Gretz-Armainvilliers;0;0;0;0;0
2020-03;0087681379;Grigny Centre;0;5;0;0;5
2020-03;0087276592;Gros Noyer Saint-Prix;0;0;0;0;0
2020-03;0087191114;Hagondange;1;0;0;0;1
2020-03;0087677005;Hendaye;8;10;7;0;25
2020-03;0087295063;Hirson;1;0;0;0;1
2020-03;0087393033;Invalides;0;0;0;0;0
2020-03;0087734202;Issoire;1;0;0;0;1
2020-03;0087381574;Issou - Porcheville;0;0;0;0;0
2020-03;0087713859;Is-sur-Tille;0;0;0;0;0
2020-03;0087381558;Juziers;0;0;0;0;0
2020-03;0087382218;La Défense;0;7;0;0;7
2020-03;0087381871;La Frette - Montigny;0;0;0;0;0
2020-03;0087486019;La Roche-sur-Yon;21;3;4;0;28
2020-03;0087723478;La Tour-du-Pin;2;0;0;0;2
2020-03;0087393256;La Verrière;0;0;0;0;0
2020-03;0087473108;Lamballe;45;7;6;0;58
2020-03;0087543140;Lamotte-Beuvron;3;0;0;1;4
2020-03;0087474239;Landerneau;17;17;9;0;43
2020-03;0087271395;Le Bourget;0;12;0;0;12
2020-03;0087481788;Le Croisic;2;0;5;0;7
2020-03;0087543017;Les Aubrais;43;3;3;0;49
2020-03;0087393280;Les Essarts-le-Roi;0;0;0;0;0
2020-03;0087546226;Les Saules;0;0;0;0;0
2020-03;0087382473;L'Étang-la-Ville;0;0;0;0;0
2020-03;0087223263;Lille Europe;213;124;125;35;497
2020-03;0087286005;Lille Flandres;191;183;105;4;483
2020-03;0087611806;L'Isle-Jourdain;2;0;0;0;2
2020-03;0087393611;Longjumeau;0;0;0;0;0
2020-03;0087313122;Longpré-les-Corps-Saints;0;0;0;0;0
2020-03;0087718239;Lons-le-Saunier;8;4;2;0;14
2020-03;0087276253;Louvres;0;0;3;0;3
2020-03;0087141150;Lunéville;5;1;1;0;7
2020-03;0087722025;Lyon Perrache;117;62;79;0;258
2020-03;0087725705;Mâcon Loché TGV;2;6;7;0;15
2020-03;0087681486;Maisse;0;0;0;0;0
2020-03;0087545186;Marolles-en-Hurepoix;0;0;0;0;0
2020-03;0087734871;Massiac - Blesle;8;0;0;0;8
2020-03;0087393702;Massy TGV;76;46;44;0;166
2020-03;0087783605;Mende;1;1;0;0;2
2020-03;0087313668;Méru;0;0;0;0;0
2020-03;0087276667;Méry sur Oise;0;0;0;0;0
2020-03;0087393108;Meudon;0;0;0;0;0
2020-03;0087381830;Meulan - Hardricourt;0;0;0;0;0
2020-03;0087753004;Miramas;6;11;1;0;18
2020-03;0087742007;Modane;4;3;3;1;11
2020-03;0087214577;Molsheim;0;0;0;0;0
2020-03;0087694620;Montceau-les-Mines;0;0;0;0;0
2020-03;0087764001;Montélimar;18;16;9;2;45
2020-03;0087682278;Moret - Veneux-les-Sablons;0;0;0;0;0
2020-03;0087681403;Moulin Galant;0;0;0;0;0
2020-03;0087645481;Murat;0;0;0;0;0
2020-03;0087615732;Naucelle;0;0;0;0;0
2020-03;0087334482;Neuville Université;0;0;0;0;0
2020-03;0087775007;Nîmes;169;52;32;0;253
2020-03;0087684274;Nogent-sur-Vernisson;1;0;0;0;1
2020-03;0087381145;Osny;0;0;0;0;0
2020-03;0087384008;Paris Saint-Lazare;346;137;116;19;618
2020-03;0087672006;Pau;45;4;13;2;64
2020-03;0087276469;Persan - Beaumont;1;0;0;0;1
2020-03;0087381111;Pont Cardinet;0;0;0;0;0
2020-03;0087141820;Pont-à-Mousson;1;18;0;0;19
2020-03;0087276139;Pontoise;7;0;0;0;7
2020-03;0087382382;Puteaux;0;0;0;0;0
2020-03;0087476457;Quiberon;0;0;0;0;0
2020-03;0087476317;Quimperlé;2;0;0;0;2
2020-03;0087734053;Riom - Châtel-Guyon;12;1;3;0;16
2020-03;0087726331;Rive-de-Gier;0;0;0;0;0
2020-03;0087118158;Romilly-sur-Seine;2;0;1;1;4
2020-03;0087415885;Rosny-sur-Seine;0;0;0;0;0
2020-03;0087474155;Rosporden;3;2;2;0;7
2020-03;0087576322;Saint-Amand-Montrond - Orval;4;0;0;0;4
2020-03;0087743633;Saint-Claude;2;0;1;0;3
2020-03;0087382358;Saint-Cloud;2;16;0;0;18
2020-03;0087543116;Saint-Cyr-en-Val la Source;0;0;0;0;0
2020-03;0087576272;Saint-Florent-sur-Cher;0;0;0;0;0
2020-03;0087732206;Saint-Germain-des-Fossés;9;0;0;0;9
2020-03;0087746479;Saint-Gervais-les-Bains Le Fayet;2;0;2;0;4
2020-03;0087276170;Saint-Gratien;0;0;0;0;0
2020-03;0087677120;Saint-Jean-de-Luz - Ciboure;8;16;4;1;29
2020-03;0087592709;Saint-Junien;0;0;0;0;0
2020-03;0087447003;Saint-Lô;12;2;0;1;15
2020-03;0087182139;Saint-Louis;2;3;0;0;5
2020-03;0087761718;Saint-Marcellin;4;0;1;0;5
2020-03;0087481705;Saint-Nazaire;19;16;4;0;39
2020-03;0087276105;Saint-Ouen-l'Aumône;0;0;0;0;0
2020-03;0087276386;Sarcelles - Saint-Brice;0;0;0;0;0
2020-03;0087773200;Sète;38;27;11;0;76
2020-03;0087271445;Sevran Beaudottes;3;1;0;0;4
2020-03;0087382374;Suresnes Mont Valérien;2;4;0;0;6
2020-03;0087761163;Tain-l'Hermitage - Tournon;0;0;0;0;0
2020-03;0087276634;Taverny;0;0;0;0;0
2020-03;0087313882;TGV Haute Picardie;28;12;17;1;58
2020-03;0087745646;Thonon-les-Bains;3;4;3;0;10
2020-03;0087487009;Thouars;0;0;2;0;2
2020-03;0087571000;Tours;130;102;31;2;265
2020-03;0087594499;Tulle;0;0;0;0;0
2020-03;0087594093;Ussel;1;0;2;0;3
2020-03;0087415877;Val-de-Reuil;1;0;0;0;1
2020-03;0087175778;Verdun;1;0;0;0;1
2020-03;0087276568;Viarmes;0;0;0;0;0
2020-03;0087576009;Vierzon;45;12;8;0;65
2020-03;0087681809;Villeneuve Triage;0;0;0;0;0
2020-03;0087271510;Villeparisis - Mitry-le-Neuf;2;0;10;0;12
2020-03;0087271734;Villers-Cotterêts;0;0;0;0;0
2020-03;0087276220;Villiers-le-Bel - Gonesse - Arnouville;0;0;0;0;0
2020-03;0087393215;Viroflay Rive Gauche;0;0;0;0;0
2020-03;0087174276;Vitry-le-François;4;0;2;0;6
2020-03;0087747287;Voiron;57;1;10;0;68
2020-03;0087682112;Yerres;0;1;0;0;1
2020-04;0087313759;Abancourt;0;0;0;0;0
2020-04;0087381657;Achères;0;0;0;0;0
2020-04;0087313072;Albert;0;0;0;0;0
2020-04;0087615005;Albi ville;0;0;0;0;0
2020-04;0087743716;Ambérieu-en-Bugey;0;0;0;0;0
2020-04;0087574343;Amboise;0;0;0;0;0
2020-04;0087545657;Auneau;0;0;0;0;0
2020-04;0087645002;Aurillac;0;0;0;0;0
2020-04;0087394411;Bailleau-le-pin;0;0;0;0;0
2020-04;0087175042;Bar-le-Duc;0;0;0;0;0
2020-04;0087673004;Bayonne;15;0;1;0;16
2020-04;0087574160;Beaugency;0;0;0;0;0
2020-04;0087382002;Bécon les Bruyères;0;0;0;0;0
2020-04;0087184002;Belfort;0;0;0;0;0
2020-04;0087718007;Besançon Viotte;0;0;0;0;0
2020-04;0087781005;Béziers;16;7;6;0;29
2020-04;0087574475;Bléré la Croix;0;0;0;0;0
2020-04;0087113407;Bondy;0;0;0;0;0
2020-04;0087415893;Bonnières;0;0;0;0;0
2020-04;0087576207;Bourges;4;0;0;0;4
2020-04;0087681478;Boutigny;0;0;0;0;0
2020-04;0087413344;Bréauté - Beuzeville;0;0;0;0;0
2020-04;0087487249;Bressuire;0;0;0;0;0
2020-04;0087545491;Breuillet Village;0;0;0;0;0
2020-04;0087734269;Brioude;0;0;0;0;0
2020-04;0087594002;Brive-la-Gaillarde;7;5;0;2;14
2020-04;0087345520;Cambrai;0;0;0;0;0
2020-04;0087615286;Carcassonne;7;0;2;0;9
2020-04;0087611897;Castelsarrasin;0;0;0;0;0
2020-04;0087615468;Castres;0;0;0;0;0
